净值日期,单位净值,日增长率
2019-05-06,1.0,0.0
2019-05-10,1.0,0.0
2019-05-17,0.9996,0.0
2019-05-24,0.9979,0.0
2019-05-31,0.9982,0.0
2019-06-06,0.9945,0.0
2019-06-14,0.9988,0.0
2019-06-21,1.0076,0.0
2019-06-28,1.0106,0.0
2019-06-30,1.0106,0.0
2019-07-01,1.0156,0.4948
2019-07-05,1.0138,0.0
2019-07-12,1.0064,0.0
2019-07-19,1.0119,0.0
2019-07-26,1.0238,0.0
2019-07-31,1.0255,0.0
2019-08-01,1.0243,-0.117
2019-08-02,1.0155,-0.8591
2019-08-05,1.0018,-1.3491
2019-08-06,1.0018,0.0
2019-08-07,1.0007,-0.1098
2019-08-08,1.015,1.429
2019-08-09,1.0115,-0.3448
2019-08-12,1.0296,1.7894
2019-08-13,1.0228,-0.6605
2019-08-14,1.0277,0.4791
2019-08-15,1.0337,0.5838
2019-08-16,1.0357,0.1935
2019-08-19,1.0601,2.3559
2019-08-20,1.0583,-0.1698
2019-08-21,1.0586,0.0283
2019-08-22,1.0559,-0.2551
2019-08-23,1.0654,0.8997
2019-08-26,1.0556,-0.9198
2019-08-27,1.0699,1.3547
2019-08-28,1.0676,-0.215
2019-08-29,1.0701,0.2342
2019-08-30,1.0735,0.3177
2019-09-02,1.0963,2.1239
2019-09-03,1.1052,0.8118
2019-09-04,1.1085,0.2986
2019-09-05,1.1193,0.9743
2019-09-06,1.1286,0.8309
2019-09-09,1.1577,2.5784
2019-09-10,1.1577,0.0
2019-09-11,1.1391,-1.6066
2019-09-12,1.1474,0.7286
2019-09-16,1.1521,0.4096
2019-09-17,1.1324,-1.7099
2019-09-18,1.1373,0.4327
2019-09-19,1.1516,1.2574
2019-09-20,1.1581,0.5644
2019-09-23,1.1562,-0.1641
2019-09-24,1.1716,1.3319
2019-09-25,1.155,-1.4169
2019-09-26,1.1275,-2.381
2019-09-27,1.1343,0.6031
2019-09-30,1.1139,-1.7985
2019-10-08,1.1124,-0.1347
2019-10-09,1.1112,-0.1079
2019-10-10,1.1468,3.2037
2019-10-11,1.1509,0.3575
2019-10-14,1.1602,0.8081
2019-10-15,1.1463,-1.1981
2019-10-16,1.1465,0.0174
2019-10-17,1.1521,0.4884
2019-10-18,1.1431,-0.7812
2019-10-21,1.1359,-0.6299
2019-10-22,1.1579,1.9368
2019-10-23,1.1422,-1.3559
2019-10-24,1.1351,-0.6216
2019-10-25,1.1528,1.5593
2019-10-28,1.1764,2.0472
2019-10-29,1.1728,-0.306
2019-10-30,1.17,-0.2387
2019-10-31,1.1662,-0.3248
2019-11-01,1.1762,0.8575
2019-11-04,1.1908,1.2413
2019-11-05,1.1995,0.7306
2019-11-06,1.1862,-1.1088
2019-11-07,1.193,0.5733
2019-11-08,1.1885,-0.3772
2019-11-11,1.164,-2.0614
2019-11-12,1.1603,-0.3179
2019-11-13,1.1789,1.603
2019-11-14,1.1927,1.1706
2019-11-15,1.184,-0.7294
2019-11-18,1.1962,1.0304
2019-11-19,1.2174,1.7723
2019-11-20,1.2133,-0.3368
2019-11-21,1.2018,-0.9478
2019-11-22,1.1749,-2.2383
2019-11-25,1.1518,-1.9661
2019-11-26,1.1569,0.4428
2019-11-27,1.1606,0.3198
2019-11-28,1.1632,0.224
2019-11-29,1.155,-0.705
2019-12-02,1.15,-0.4329
2019-12-03,1.1514,0.1217
2019-12-04,1.1548,0.2953
2019-12-05,1.1779,2.0003
2019-12-06,1.1875,0.815
2019-12-09,1.1855,-0.1684
2019-12-10,1.2005,1.2653
2019-12-11,1.1903,-0.8496
2019-12-12,1.1892,-0.0924
2019-12-13,1.2059,1.4043
2019-12-16,1.2292,1.9322
2019-12-17,1.2466,1.4156
2019-12-18,1.2531,0.5214
2019-12-19,1.2452,-0.6304
2019-12-20,1.238,-0.5782
2019-12-23,1.2128,-2.0355
2019-12-24,1.2282,1.2698
2019-12-25,1.2359,0.6269
2019-12-26,1.2328,-0.2508
2019-12-27,1.2183,-1.1762
2019-12-30,1.2235,0.4268
2019-12-31,1.2348,0.9236
2020-01-02,1.2589,1.9517
2020-01-03,1.266,0.564
2020-01-06,1.271,0.3949
2020-01-07,1.3004,2.3131
2020-01-08,1.286,-1.1074
2020-01-09,1.3151,2.2628
2020-01-10,1.3158,0.0532
2020-01-13,1.331,1.1552
2020-01-14,1.3263,-0.3531
2020-01-15,1.3244,-0.1433
2020-01-16,1.3239,-0.0378
2020-01-17,1.3319,0.6043
2020-01-20,1.3543,1.6818
2020-01-21,1.3336,-1.5285
2020-01-22,1.3605,2.0171
2020-01-23,1.3157,-3.2929
2020-02-03,1.2174,-7.4713
2020-02-04,1.2861,5.6432
2020-02-05,1.2974,0.8786
2020-02-06,1.3513,4.1545
2020-02-07,1.3659,1.0804
2020-02-10,1.3714,0.4027
2020-02-11,1.3758,0.3208
2020-02-12,1.4137,2.7548
2020-02-13,1.4061,-0.5376
2020-02-14,1.3984,-0.5476
2020-02-17,1.4428,3.1751
2020-02-18,1.4644,1.4971
2020-02-19,1.4446,-1.3521
2020-02-20,1.4599,1.0591
2020-02-21,1.4954,2.4317
2020-02-24,1.5305,2.3472
2020-02-25,1.5376,0.4639
2020-02-26,1.4506,-5.6582
2020-02-27,1.4537,0.2137
2020-02-28,1.3814,-4.9735
2020-03-02,1.4248,3.1417
2020-03-03,1.4498,1.7546
2020-03-04,1.4397,-0.6966
2020-03-05,1.4555,1.0975
2020-03-06,1.451,-0.3092
2020-03-09,1.3789,-4.969
2020-03-10,1.4114,2.357
