净值日期,单位净值,日增长率
2016-03-09,1.0,0.0
2016-03-11,1.0,0.0
2016-03-18,1.0,0.0
2016-03-23,1.0,0.0
2016-03-24,1.0,0.0
2016-03-25,1.001,0.1
2016-03-28,1.002,0.0999
2016-03-29,1.001,-0.0998
2016-03-30,1.008,0.6993
2016-03-31,1.011,0.2976
2016-04-01,1.01,-0.0989
2016-04-05,1.019,0.8911
2016-04-06,1.019,0.0
2016-04-07,1.013,-0.5888
2016-04-08,1.01,-0.2962
2016-04-11,1.016,0.5941
2016-04-12,1.013,-0.2953
2016-04-13,1.016,0.2962
2016-04-14,1.019,0.2953
2016-04-15,1.018,-0.0981
2016-04-18,1.012,-0.5894
2016-04-19,1.016,0.3953
2016-04-20,1.002,-1.378
2016-04-21,1.002,0.0
2016-04-22,1.004,0.1996
2016-04-25,1.001,-0.2988
2016-04-26,1.007,0.5994
2016-04-27,1.009,0.1986
2016-04-28,1.006,-0.2973
2016-04-29,1.008,0.1988
2016-05-03,1.019,1.0913
2016-05-04,1.019,0.0
2016-05-05,1.02,0.0981
2016-05-06,1.002,-1.7647
2016-05-09,0.983,-1.8962
2016-05-10,0.978,-0.5086
2016-05-11,0.97,-0.818
2016-05-12,0.972,0.2062
2016-05-13,0.974,0.2058
2016-05-16,0.983,0.924
2016-05-17,0.981,-0.2035
2016-05-18,0.973,-0.8155
2016-05-19,0.982,0.925
2016-05-20,0.99,0.8147
2016-05-23,1.001,1.1111
2016-05-24,0.996,-0.4995
2016-05-25,0.991,-0.502
2016-05-26,0.996,0.5045
2016-05-27,0.998,0.2008
2016-05-30,0.995,-0.3006
2016-05-31,1.034,3.9196
2016-06-01,1.049,1.4507
2016-06-02,1.066,1.6206
2016-06-03,1.069,0.2814
2016-06-06,1.077,0.7484
2016-06-07,1.095,1.6713
2016-06-08,1.091,-0.3653
2016-06-13,1.04,-4.6746
2016-06-14,1.044,0.3846
2016-06-15,1.089,4.3103
2016-06-16,1.099,0.9183
2016-06-17,1.101,0.182
2016-06-20,1.11,0.8174
2016-06-21,1.094,-1.4414
2016-06-22,1.109,1.3711
2016-06-23,1.109,0.0
2016-06-24,1.092,-1.5329
2016-06-27,1.119,2.4725
2016-06-28,1.133,1.2511
2016-06-29,1.138,0.4413
2016-06-30,1.136,-0.1757
2016-07-01,1.133,-0.2641
2016-07-04,1.148,1.3239
2016-07-05,1.149,0.0871
2016-07-06,1.154,0.4352
2016-07-07,1.159,0.4333
2016-07-08,1.168,0.7765
2016-07-11,1.173,0.4281
2016-07-12,1.175,0.1705
2016-07-13,1.172,-0.2553
2016-07-14,1.173,0.0853
2016-07-15,1.167,-0.5115
2016-07-18,1.167,0.0
2016-07-19,1.183,1.371
2016-07-20,1.184,0.0845
2016-07-21,1.177,-0.5912
2016-07-22,1.163,-1.1895
2016-07-25,1.157,-0.5159
2016-07-26,1.172,1.2965
2016-07-27,1.138,-2.901
2016-07-28,1.129,-0.7909
2016-07-29,1.126,-0.2657
2016-08-01,1.11,-1.421
2016-08-02,1.116,0.5405
2016-08-03,1.118,0.1792
2016-08-04,1.124,0.5367
2016-08-05,1.119,-0.4448
2016-08-08,1.129,0.8937
2016-08-09,1.144,1.3286
2016-08-10,1.142,-0.1748
2016-08-11,1.12,-1.9264
2016-08-12,1.133,1.1607
2016-08-15,1.152,1.677
2016-08-16,1.158,0.5208
2016-08-17,1.168,0.8636
2016-08-18,1.17,0.1712
2016-08-19,1.174,0.3419
2016-08-22,1.168,-0.5111
2016-08-23,1.177,0.7705
2016-08-24,1.18,0.2549
2016-08-25,1.177,-0.2542
2016-08-26,1.187,0.8496
2016-08-29,1.189,0.1685
2016-08-30,1.187,-0.1682
2016-08-31,1.183,-0.337
2016-09-01,1.176,-0.5917
2016-09-02,1.168,-0.6803
2016-09-05,1.174,0.5137
2016-09-06,1.196,1.8739
2016-09-07,1.207,0.9197
2016-09-08,1.203,-0.3314
2016-09-09,1.193,-0.8313
2016-09-12,1.166,-2.2632
2016-09-13,1.173,0.6003
2016-09-14,1.169,-0.341
2016-09-19,1.188,1.6253
2016-09-20,1.201,1.0943
2016-09-21,1.209,0.6661
2016-09-22,1.222,1.0753
2016-09-23,1.216,-0.491
2016-09-26,1.193,-1.8914
2016-09-27,1.196,0.2515
2016-09-28,1.202,0.5017
2016-09-29,1.206,0.3328
2016-09-30,1.209,0.2488
2016-10-10,1.236,2.2333
2016-10-11,1.247,0.89
2016-10-12,1.245,-0.1604
2016-10-13,1.253,0.6426
2016-10-14,1.245,-0.6385
2016-10-17,1.24,-0.4016
