净值日期,单位净值,日增长率
2015-12-30,1.0,0.0
2015-12-31,0.999,-0.1
2016-01-08,0.994,0.0
2016-01-15,0.986,0.0
2016-01-22,0.992,0.0
2016-01-28,0.969,0.0
2016-01-29,0.977,0.8256
2016-02-01,0.976,-0.1024
2016-02-02,0.986,1.0246
2016-02-03,0.987,0.1014
2016-02-04,0.996,0.9119
2016-02-05,0.992,-0.4016
2016-02-15,0.998,0.6048
2016-02-16,1.017,1.9038
2016-02-17,1.022,0.4916
2016-02-18,1.018,-0.3914
2016-02-19,1.021,0.2947
2016-02-22,1.034,1.2733
2016-02-23,1.029,-0.4836
2016-02-24,1.023,-0.5831
2016-02-25,0.979,-4.3011
2016-02-26,0.983,0.4086
2016-02-29,0.962,-2.1363
2016-03-01,0.973,1.1435
2016-03-02,0.988,1.5416
2016-03-03,0.985,-0.3036
2016-03-04,0.982,-0.3046
2016-03-07,0.986,0.4073
2016-03-08,0.985,-0.1014
2016-03-09,0.977,-0.8122
2016-03-10,0.971,-0.6141
2016-03-11,0.972,0.103
2016-03-14,0.987,1.5432
2016-03-15,0.987,0.0
2016-03-16,0.983,-0.4053
2016-03-17,0.994,1.119
2016-03-18,1.008,1.4085
2016-03-21,1.016,0.7937
2016-03-22,1.018,0.1969
2016-03-23,1.019,0.0982
2016-03-24,1.007,-1.1776
2016-03-25,1.011,0.3972
2016-03-28,1.012,0.0989
2016-03-29,1.001,-1.087
2016-03-30,1.017,1.5984
2016-03-31,1.021,0.3933
2016-04-01,1.017,-0.3918
2016-04-05,1.032,1.4749
2016-04-06,1.034,0.1938
2016-04-07,1.027,-0.677
2016-04-08,1.021,-0.5842
2016-04-11,1.039,1.763
2016-04-12,1.035,-0.385
2016-04-13,1.039,0.3865
2016-04-14,1.041,0.1925
2016-04-15,1.039,-0.1921
2016-04-18,1.036,-0.2887
2016-04-19,1.035,-0.0965
2016-04-20,1.023,-1.1594
2016-04-21,1.019,-0.391
2016-04-22,1.021,0.1963
2016-04-25,1.02,-0.0979
2016-04-26,1.025,0.4902
2016-04-27,1.027,0.1951
2016-04-28,1.029,0.1947
2016-04-29,1.032,0.2915
2016-05-03,1.048,1.5504
2016-05-04,1.053,0.4771
2016-05-05,1.048,-0.4748
2016-05-06,1.034,-1.3359
2016-05-09,1.025,-0.8704
2016-05-10,1.022,-0.2927
2016-05-11,1.029,0.6849
2016-05-12,1.039,0.9718
2016-05-13,1.032,-0.6737
2016-05-16,1.038,0.5814
2016-05-17,1.029,-0.8671
2016-05-18,1.02,-0.8746
2016-05-19,1.023,0.2941
2016-05-20,1.029,0.5865
2016-05-23,1.034,0.4859
2016-05-24,1.029,-0.4836
2016-05-25,1.026,-0.2915
2016-05-26,1.029,0.2924
2016-05-27,1.027,-0.1944
2016-05-30,1.024,-0.2921
2016-05-31,1.044,1.9531
2016-06-01,1.054,0.9579
2016-06-02,1.058,0.3795
2016-06-03,1.065,0.6616
2016-06-06,1.071,0.5634
2016-06-07,1.071,0.0
2016-06-08,1.065,-0.5602
2016-06-13,1.038,-2.5352
2016-06-14,1.048,0.9634
2016-06-15,1.074,2.4809
2016-06-16,1.068,-0.5587
2016-06-17,1.078,0.9363
2016-06-20,1.081,0.2783
2016-06-21,1.073,-0.7401
2016-06-22,1.086,1.2116
2016-06-23,1.084,-0.1842
2016-06-24,1.082,-0.1845
2016-06-27,1.114,2.9575
2016-06-28,1.113,-0.0898
2016-06-29,1.11,-0.2695
2016-06-30,1.112,0.1802
2016-07-01,1.11,-0.1799
2016-07-04,1.13,1.8018
2016-07-05,1.132,0.177
2016-07-06,1.136,0.3534
2016-07-07,1.138,0.1761
2016-07-08,1.134,-0.3515
2016-07-11,1.148,1.2346
2016-07-12,1.176,2.439
2016-07-13,1.181,0.4252
2016-07-14,1.176,-0.4234
2016-07-15,1.175,-0.085
2016-07-18,1.165,-0.8511
2016-07-19,1.161,-0.3433
2016-07-20,1.165,0.3445
2016-07-21,1.174,0.7725
2016-07-22,1.163,-0.937
2016-07-25,1.162,-0.086
2016-07-26,1.175,1.1188
2016-07-27,1.138,-3.1489
2016-07-28,1.146,0.703
2016-07-29,1.139,-0.6108
2016-08-01,1.123,-1.4047
2016-08-02,1.129,0.5343
2016-08-03,1.134,0.4429
2016-08-04,1.137,0.2646
2016-08-05,1.131,-0.5277
2016-08-08,1.144,1.1494
2016-08-09,1.153,0.7867
2016-08-10,1.146,-0.6071
2016-08-11,1.136,-0.8726
2016-08-12,1.143,0.6162
2016-08-15,1.165,1.9248
