净值日期,单位净值,日增长率
2020-09-18,1.0,0.0
2020-09-25,0.9986,0.0
2020-09-30,1.0021,0.0
2020-10-09,1.0061,0.4
2020-10-16,1.0085,0.0
2020-10-23,0.9956,0.0
2020-10-30,1.0107,0.0
2020-11-06,1.0332,0.0
2020-11-13,1.0032,0.0
2020-11-20,0.9968,0.0
2020-11-27,0.9844,0.0
2020-12-04,1.0054,0.0
2020-12-11,1.0007,0.0
2020-12-16,1.008,0.0
2020-12-17,1.0109,0.29
2020-12-18,1.0131,0.22
2020-12-21,1.026,1.27
2020-12-22,1.0221,-0.38
2020-12-23,1.0376,1.52
2020-12-24,1.0345,-0.3
2020-12-25,1.028,-0.63
2020-12-28,1.0223,-0.55
2020-12-29,1.0303,0.78
2020-12-30,1.0497,1.88
2020-12-31,1.0773,2.63
2021-01-04,1.0961,1.75
2021-01-05,1.1005,0.4
2021-01-06,1.1019,0.13
2021-01-07,1.1074,0.5
2021-01-08,1.1141,0.61
2021-01-11,1.1234,0.83
2021-01-12,1.1448,1.9
2021-01-13,1.1354,-0.82
2021-01-14,1.13,-0.48
2021-01-15,1.1248,-0.46
2021-01-18,1.155,2.68
2021-01-19,1.15,-0.43
2021-01-20,1.1753,2.2
2021-01-21,1.189,1.17
2021-01-22,1.1913,0.19
2021-01-25,1.2134,1.86
2021-01-26,1.1769,-3.01
2021-01-27,1.1737,-0.27
2021-01-28,1.1389,-2.96
2021-01-29,1.1322,-0.59
2021-02-01,1.1517,1.72
2021-02-02,1.1768,2.18
2021-02-03,1.1762,-0.05
2021-02-04,1.1558,-1.73
2021-02-05,1.1571,0.11
2021-02-08,1.1681,0.95
2021-02-09,1.1886,1.75
2021-02-10,1.2111,1.89
2021-02-18,1.2034,-0.64
2021-02-19,1.1902,-1.1
2021-02-22,1.1418,-4.07
2021-02-23,1.1351,-0.59
2021-02-24,1.0966,-3.39
2021-02-25,1.0939,-0.25
2021-02-26,1.0641,-2.72
2021-03-01,1.0928,2.7
2021-03-02,1.0838,-0.82
2021-03-03,1.0983,1.34
2021-03-04,1.0532,-4.11
2021-03-05,1.0484,-0.46
2021-03-08,1.0017,-4.45
2021-03-09,0.9929,-0.88
2021-03-10,1.0112,1.84
2021-03-11,1.0256,1.42
2021-03-12,1.0271,0.15
2021-03-15,1.001,-2.54
2021-03-16,1.0129,1.19
2021-03-17,1.0275,1.44
2021-03-18,1.0337,0.6
2021-03-19,1.0142,-1.89
2021-03-22,1.0171,0.29
2021-03-23,1.0001,-1.67
2021-03-24,0.9836,-1.65
2021-03-25,0.9852,0.16
2021-03-26,1.0099,2.51
2021-03-29,0.998,-1.18
2021-03-30,1.0108,1.28
2021-03-31,1.0028,-0.79
2021-04-01,1.0275,2.46
2021-04-02,1.0347,0.7
2021-04-06,1.0308,-0.38
2021-04-07,1.0201,-1.04
2021-04-08,1.0232,0.3
2021-04-09,1.0063,-1.65
2021-04-12,0.9852,-2.1
2021-04-13,0.9748,-1.06
2021-04-14,0.996,2.17
2021-04-15,0.9903,-0.57
2021-04-16,0.9944,0.41
2021-04-19,1.0184,2.41
2021-04-20,1.0179,-0.05
2021-04-21,1.017,-0.09
2021-04-22,1.0265,0.93
2021-04-23,1.0388,1.2
2021-04-26,1.0321,-0.64
2021-04-27,1.0371,0.48
2021-04-28,1.0484,1.09
2021-04-29,1.0479,-0.05
2021-04-30,1.0504,0.24
2021-05-06,1.0361,-1.36
2021-05-07,1.0122,-2.31
2021-05-10,1.0092,-0.3
2021-05-11,1.0047,-0.45
2021-05-12,1.0133,0.86
2021-05-13,1.0001,-1.3
2021-05-14,1.0147,1.46
2021-05-17,1.0389,2.38
2021-05-18,1.0423,0.33
2021-05-19,1.0466,0.41
2021-05-20,1.0508,0.4
2021-05-21,1.0397,-1.06
2021-05-24,1.0461,0.62
2021-05-25,1.0762,2.88
2021-05-26,1.0695,-0.62
2021-05-27,1.0726,0.29
2021-05-28,1.0665,-0.57
2021-05-31,1.0798,1.25
2021-06-01,1.081,0.11
2021-06-02,1.0722,-0.81
2021-06-03,1.0658,-0.6
2021-06-04,1.0706,0.45
2021-06-07,1.0654,-0.49
2021-06-08,1.0602,-0.49
2021-06-09,1.0615,0.12
2021-06-10,1.0697,0.77
2021-06-11,1.0752,0.51
2021-06-15,1.0673,-0.73
2021-06-16,1.0359,-2.94
2021-06-17,1.0463,1.0
2021-06-18,1.0532,0.66
2021-06-21,1.0589,0.54
2021-06-22,1.053,-0.56
2021-06-23,1.0692,1.54
2021-06-24,1.0607,-0.79
2021-06-25,1.0779,1.62
2021-06-28,1.0877,0.91
2021-06-29,1.0859,-0.17
2021-06-30,1.0958,0.91
2021-07-01,1.1004,0.42
2021-07-02,1.0751,-2.3
2021-07-05,1.0758,0.07
2021-07-06,1.0641,-1.09
2021-07-07,1.0822,1.7
2021-07-08,1.0805,-0.16
2021-07-09,1.0815,0.09
2021-07-12,1.1088,2.52
