净值日期,累计净值
2015-08-24,1.0
2015-08-28,1.019
2015-09-02,1.001
2015-09-11,1.018
2015-09-14,1.003
2015-09-15,0.993
2015-09-16,1.013
2015-09-17,1.01
2015-09-18,1.015
2015-09-21,1.026
2015-09-22,1.027
2015-09-23,1.024
2015-09-24,1.027
2015-09-25,1.016
2015-09-28,1.024
2015-09-29,1.019
2015-09-30,1.022
2015-10-08,1.037
2015-10-09,1.042
2015-10-12,1.053
2015-10-13,1.056
2015-10-14,1.05
2015-10-15,1.062
2015-10-16,1.066
2015-10-19,1.065
2015-10-20,1.07
2015-10-21,1.055
2015-10-22,1.064
2015-10-23,1.073
2015-10-26,1.077
2015-10-27,1.079
2015-10-28,1.074
2015-10-29,1.075
2015-10-30,1.075
2015-11-02,1.074
2015-11-03,1.073
2015-11-04,1.085
2015-11-05,1.086
2015-11-06,1.092
2015-11-09,1.096
2015-11-10,1.096
2015-11-11,1.101
2015-11-12,1.106
2015-11-13,1.099
2015-11-16,1.103
2015-11-17,1.103
2015-11-18,1.098
2015-11-19,1.106
2015-11-20,1.109
2015-11-23,1.105
2015-11-24,1.108
2015-11-25,1.113
2015-11-26,1.112
2015-11-27,1.096
2015-11-30,1.098
2015-12-01,1.099
2015-12-02,1.104
2015-12-03,1.11
2015-12-04,1.108
2015-12-07,1.113
2015-12-08,1.107
2015-12-09,1.108
2015-12-10,1.106
2015-12-11,1.106
2015-12-14,1.113
2015-12-15,1.115
2015-12-16,1.115
2015-12-17,1.125
2015-12-18,1.125
2015-12-21,1.132
2015-12-22,1.133
2015-12-23,1.129
2015-12-24,1.129
2015-12-25,1.13
2015-12-28,1.123
2015-12-29,1.127
2015-12-30,1.131
2015-12-31,1.126
2016-01-04,1.091
2016-01-05,1.091
2016-01-06,1.1
2016-01-07,1.061
2016-01-08,1.073
2016-01-11,1.039
2016-01-12,1.044
2016-01-13,1.03
2016-01-14,1.05
2016-01-15,1.029
2016-01-18,1.037
2016-01-19,1.057
2016-01-20,1.048
2016-01-21,1.027
2016-01-22,1.034
2016-01-25,1.04
2016-01-26,0.999
2016-01-27,0.998
2016-01-28,0.981
2016-01-29,1.004
2016-02-01,1.0
2016-02-02,1.02
2016-02-03,1.019
2016-02-04,1.033
2016-02-05,1.029
2016-02-15,1.031
2016-02-16,1.053
2016-02-17,1.057
2016-02-18,1.052
2016-02-19,1.052
2016-02-22,1.068
2016-02-23,1.062
2016-02-24,1.061
2016-02-25,1.015
2016-02-26,1.017
2016-02-29,0.984
2016-03-01,0.996
2016-03-02,1.022
2016-03-03,1.021
2016-03-04,1.003
2016-03-07,1.011
2016-03-08,1.019
2016-03-09,1.014
2016-03-10,1.005
2016-03-11,1.006
2016-03-14,1.027
2016-03-15,1.026
2016-03-16,1.021
2016-03-17,1.04
2016-03-18,1.059
2016-03-21,1.072
2016-03-22,1.07
2016-03-23,1.076
2016-03-24,1.072
2016-03-25,1.075
2016-03-28,1.071
2016-03-29,1.059
2016-03-30,1.086
2016-03-31,1.087
2016-04-01,1.087
2016-04-05,1.103
2016-04-06,1.109
2016-04-07,1.102
2016-04-08,1.102
2016-04-11,1.116
2016-04-12,1.108
2016-04-13,1.114
2016-04-14,1.119
2016-04-15,1.118
2016-04-18,1.111
2016-04-19,1.112
2016-04-20,1.089
2016-04-21,1.081
2016-04-22,1.088
2016-04-25,1.086
2016-04-26,1.095
2016-04-27,1.095
2016-04-28,1.094
2016-04-29,1.092
2016-05-03,1.11
2016-05-04,1.113
2016-05-05,1.114
2016-05-06,1.097
2016-05-09,1.082
2016-05-10,1.084
2016-05-11,1.086
2016-05-12,1.089
2016-05-13,1.088
2016-05-16,1.098
2016-05-17,1.097
2016-05-18,1.081
2016-05-19,1.082
2016-05-20,1.09
2016-05-23,1.098
2016-05-24,1.09
2016-05-25,1.089
2016-05-26,1.093
2016-05-27,1.094
2016-05-30,1.094
2016-05-31,1.123
2016-06-01,1.124
2016-06-02,1.126
2016-06-03,1.137
2016-06-06,1.136
2016-06-07,1.137
2016-06-08,1.138
2016-06-13,1.107
2016-06-14,1.109
2016-06-15,1.13
2016-06-16,1.127
2016-06-17,1.131
2016-06-20,1.137
2016-06-21,1.13
2016-06-22,1.143
2016-06-23,1.148
2016-06-24,1.145
2016-06-27,1.162
2016-06-28,1.171
2016-06-29,1.174
2016-06-30,1.173
2016-07-01,1.171
2016-07-04,1.182
2016-07-05,1.182
2016-07-06,1.185
2016-07-07,1.188
2016-07-08,1.184
2016-07-11,1.183
2016-07-12,1.196
2016-07-13,1.201
2016-07-14,1.202
2016-07-15,1.201
2016-07-18,1.198
2016-07-19,1.197
2016-07-20,1.197
2016-07-21,1.199
2016-07-22,1.193
2016-07-25,1.195
2016-07-26,1.205
2016-07-27,1.181
2016-07-28,1.185
2016-07-29,1.183
2016-08-01,1.175
2016-08-02,1.18
2016-08-03,1.182
2016-08-04,1.185
2016-08-05,1.18
2016-08-08,1.186
2016-08-09,1.193
2016-08-10,1.191
2016-08-11,1.184
2016-08-12,1.193
2016-08-15,1.211
2016-08-16,1.212
2016-08-17,1.213
2016-08-18,1.21
2016-08-19,1.211
2016-08-22,1.204
2016-08-23,1.204
2016-08-24,1.205
2016-08-25,1.201
2016-08-26,1.203
2016-08-29,1.205
2016-08-30,1.205
2016-08-31,1.207
2016-09-01,1.203
2016-09-02,1.199
2016-09-05,1.202
2016-09-06,1.213
2016-09-07,1.212
2016-09-08,1.213
2016-09-09,1.208
2016-09-12,1.191
2016-09-13,1.193
2016-09-14,1.187
2016-09-19,1.196
2016-09-20,1.194
2016-09-21,1.197
