净值日期,累计净值
2020-08-20,1.0
2020-08-21,0.9999
2020-08-28,1.0021
2020-09-04,0.9989
2020-09-11,0.9935
2020-09-18,0.9924
2020-09-25,0.989
2020-09-30,0.9962
2020-10-09,1.0052
2020-10-16,1.008
2020-10-19,1.0028
2020-10-20,1.0091
2020-10-21,1.0072
2020-10-22,1.0067
2020-10-23,0.9985
2020-10-26,0.9994
2020-10-27,1.0039
2020-10-28,1.0111
2020-10-29,1.0174
2020-10-30,1.0117
2020-11-02,1.0206
2020-11-03,1.0206
2020-11-04,1.0255
2020-11-05,1.036
2020-11-06,1.0326
2020-11-09,1.0429
2020-11-10,1.0387
2020-11-11,1.0219
2020-11-12,1.027
2020-11-13,1.0252
2020-11-16,1.0292
2020-11-17,1.0194
2020-11-18,1.0033
2020-11-19,1.0093
2020-11-20,1.0175
2020-11-23,1.024
2020-11-24,1.0187
2020-11-25,1.0059
2020-11-26,1.0016
2020-11-27,1.0058
2020-11-30,0.9964
2020-12-01,1.011
2020-12-02,1.0065
2020-12-03,1.0104
2020-12-04,1.0199
2020-12-07,1.0242
2020-12-08,1.0302
2020-12-09,1.0259
2020-12-10,1.0294
2020-12-11,1.0272
2020-12-14,1.0386
2020-12-15,1.0446
2020-12-16,1.0563
2020-12-17,1.0676
2020-12-18,1.0699
2020-12-21,1.0921
2020-12-22,1.0876
2020-12-23,1.1013
2020-12-24,1.0979
2020-12-25,1.1112
2020-12-28,1.1207
2020-12-29,1.1082
2020-12-30,1.13
2020-12-31,1.1481
2021-01-04,1.1763
2021-01-05,1.2004
2021-01-06,1.2067
2021-01-07,1.2355
2021-01-08,1.2259
2021-01-11,1.2071
2021-01-12,1.2271
2021-01-13,1.2116
2021-01-14,1.1875
2021-01-15,1.181
2021-01-18,1.1989
2021-01-19,1.1793
2021-01-20,1.2149
2021-01-21,1.2346
2021-01-22,1.2594
2021-01-25,1.2819
2021-01-26,1.2456
2021-01-27,1.243
2021-01-28,1.1982
2021-01-29,1.1922
2021-02-01,1.2
2021-02-02,1.2352
2021-02-03,1.242
2021-02-04,1.232
2021-02-05,1.2337
2021-02-08,1.2502
2021-02-09,1.2776
2021-02-10,1.3197
2021-02-18,1.2845
2021-02-19,1.2708
2021-02-22,1.1994
2021-02-23,1.1949
2021-02-24,1.1372
2021-02-25,1.1305
2021-02-26,1.0957
2021-03-01,1.1248
2021-03-02,1.1104
2021-03-03,1.1285
2021-03-04,1.0645
2021-03-05,1.0632
2021-03-08,1.0014
2021-03-09,0.9809
2021-03-10,1.0097
2021-03-11,1.0437
2021-03-12,1.0441
2021-03-15,0.9967
2021-03-16,1.0167
2021-03-17,1.0281
2021-03-18,1.0441
2021-03-19,1.0117
2021-03-22,1.0086
2021-03-23,0.989
2021-03-24,0.9783
2021-03-25,0.9827
2021-03-26,1.0198
2021-03-29,1.0163
2021-03-30,1.0336
2021-03-31,1.0235
2021-04-01,1.0556
2021-04-02,1.0796
2021-04-06,1.0702
2021-04-07,1.0495
2021-04-08,1.0597
2021-04-09,1.0344
2021-04-12,1.0153
2021-04-13,1.0199
2021-04-14,1.0346
2021-04-15,1.0282
2021-04-16,1.0288
2021-04-19,1.0618
2021-04-20,1.0669
2021-04-21,1.0725
2021-04-22,1.0775
2021-04-23,1.1046
2021-04-26,1.0913
2021-04-27,1.1114
2021-04-28,1.1301
2021-04-29,1.1329
2021-04-30,1.1329
2021-05-06,1.1019
2021-05-07,1.0633
2021-05-10,1.063
2021-05-11,1.075
2021-05-12,1.0908
2021-05-13,1.0844
2021-05-14,1.1024
2021-05-17,1.1407
2021-05-18,1.1362
2021-05-19,1.1374
2021-05-20,1.1479
2021-05-21,1.1398
2021-05-24,1.1403
2021-05-25,1.182
2021-05-26,1.1623
2021-05-27,1.1705
2021-05-28,1.1654
2021-05-31,1.1931
2021-06-01,1.1995
2021-06-02,1.1836
2021-06-03,1.1757
2021-06-04,1.1841
2021-06-07,1.1758
2021-06-08,1.1559
2021-06-09,1.1657
2021-06-10,1.1988
2021-06-11,1.2051
2021-06-15,1.2003
2021-06-16,1.1495
2021-06-17,1.1741
2021-06-18,1.1887
2021-06-21,1.198
2021-06-22,1.2091
2021-06-23,1.2063
2021-06-24,1.2
2021-06-25,1.2316
2021-06-28,1.2434
2021-06-29,1.2472
2021-06-30,1.2623
2021-07-01,1.2676
2021-07-02,1.2169
2021-07-05,1.2295
2021-07-06,1.1958
2021-07-07,1.2537
2021-07-08,1.252
2021-07-09,1.2415
2021-07-12,1.2788
2021-07-13,1.2681
