date,price,std,mid band,upper band,lower band,signals,cumsum,coordinates
2020-10-19,1.0167,0.014584562855437602,1.0089000000000001,1.0380691257108754,0.979730874289125,0,0,
2020-10-20,1.0206,0.014650205674863043,1.0099300000000002,1.0392304113497264,0.9806295886502742,0,0,
2020-10-21,1.0256,0.014493392323836098,1.0115500000000002,1.0405367846476723,0.9825632153523279,0,0,
2020-10-22,1.0226,0.013618426951435279,1.0132550000000005,1.040491853902871,0.9860181460971299,0,0,
2020-10-23,1.0143,0.013192776133371735,1.0140250000000004,1.040410552266744,0.987639447733257,0,0,
2020-10-26,1.0092,0.01280324383238789,1.0145100000000002,1.040116487664776,0.9889035123352244,0,0,
2020-10-27,1.0169,0.012017447841849738,1.0155700000000003,1.0396048956836998,0.9915351043163009,0,0,
2020-10-28,1.03,0.012189335286915442,1.0167900000000003,1.0411686705738312,0.9924113294261694,0,0,
2020-10-29,1.0369,0.012806930689443524,1.0172800000000002,1.0428938613788872,0.9916661386211132,0,0,
2020-10-30,1.0262,0.012947231974034957,1.0178350000000003,1.04372946394807,0.9919405360519303,0,0,
2020-11-02,1.0311,0.012706935528533803,1.0192900000000003,1.044703871057068,0.9938761289429326,0,0,
2020-11-03,1.0361,0.012708260885614534,1.02089,1.046306521771229,0.995473478228771,0,0,
2020-11-04,1.0477,0.011598206531047732,1.0238550000000002,1.0470514130620956,1.0006585869379048,0,0,
2020-11-05,1.0627,0.012489873793133982,1.0272700000000001,1.052249747586268,1.0022902524137323,0,0,
2020-11-06,1.0575,0.01357482189473129,1.0296000000000003,1.0567496437894628,1.0024503562105378,0,0,
2020-11-09,1.0696,0.0162354542185983,1.0317050000000003,1.064175908437197,0.9992340915628037,0,0,
2020-11-10,1.0583,0.017277788448878537,1.0331250000000003,1.0676805768977573,0.9985694231022432,0,0,
2020-11-11,1.0367,0.01729320751959507,1.0333650000000003,1.0679514150391904,0.9987785849608102,0,0,
2020-11-12,1.0511,0.01759880079646546,1.03469,1.069887601592931,0.9994923984070692,0,0,
2020-11-13,1.0584,0.018170765994918698,1.03641,1.0727515319898375,1.0000684680101626,0,0,
2020-11-16,1.0731,0.01929273383808927,1.03923,1.0778154676761786,1.0006445323238216,0,0,
2020-11-17,1.0562,0.019124960268276203,1.04101,1.0792599205365523,1.0027600794634477,0,0,
2020-11-18,1.0497,0.018860325246957896,1.0422150000000001,1.079935650493916,1.0044943495060843,0,0,
2020-11-19,1.05,0.018348735077583736,1.043585,1.0802824701551674,1.0068875298448325,0,0,
2020-11-20,1.0609,0.017366733929222347,1.0459150000000002,1.080648467858445,1.0111815321415554,0,0,
2020-11-23,1.0688,0.015775713346119283,1.0488950000000001,1.0804464266922387,1.0173435733077616,0,0,
2020-11-24,1.0611,0.014060376389361116,1.0511050000000002,1.0792257527787223,1.022984247221278,0,0,
2020-11-25,1.0437,0.013290713021939628,1.05179,1.0783714260438793,1.0252085739561208,0,0,
2020-11-26,1.0529,0.012820497568141135,1.0525900000000001,1.0782309951362825,1.0269490048637178,0,0,
2020-11-27,1.0562,0.01122623337497705,1.0540900000000002,1.0765424667499544,1.031637533250046,0,0,
