净值日期,单位净值,日增长率
2009-01-23,1.0,0
2009-02-06,1.006,0.6
2009-02-13,1.02,1.3917
2009-02-20,1.012,-0.7843
2009-02-27,0.991,-2.0751
2009-03-06,1.0,0.9082
2009-03-13,0.992,-0.8
2009-03-20,1.012,2.0161
2009-03-23,1.021,0.8893
2009-03-24,1.025,0.3918
2009-03-25,1.012,-1.2683
2009-03-26,1.032,1.9763
2009-03-27,1.039,0.6783
2009-03-30,1.036,-0.2887
2009-03-31,1.043,0.6757
2009-04-01,1.059,1.534
2009-04-02,1.069,0.9443
2009-04-03,1.067,-0.1871
2009-04-07,1.07,0.2812
2009-04-08,1.036,-3.1776
2009-04-09,1.051,1.4479
2009-04-10,1.093,3.9962
2009-04-13,1.12,2.4703
2009-04-14,1.133,1.1607
2009-04-15,1.145,1.0591
2009-04-16,1.145,0.0
2009-04-17,1.129,-1.3974
2009-04-20,1.151,1.9486
2009-04-21,1.136,-1.3032
2009-04-22,1.082,-4.7535
2009-04-23,1.099,1.5712
2009-04-24,1.094,-0.455
2009-04-27,1.073,-1.9196
2009-04-28,1.075,0.1864
2009-04-29,1.101,2.4186
2009-04-30,1.118,1.5441
2009-05-04,1.158,3.5778
2009-05-05,1.159,0.0864
2009-05-06,1.176,1.4668
2009-05-07,1.173,-0.2551
2009-05-08,1.178,0.4263
2009-05-11,1.152,-2.2071
2009-05-12,1.176,2.0833
2009-05-13,1.183,0.5952
2009-05-14,1.183,0.0
2009-05-15,1.187,0.3381
2009-05-18,1.198,0.9267
2009-05-19,1.21,1.0017
2009-05-20,1.208,-0.1653
2009-05-21,1.187,-1.7384
2009-05-22,1.179,-0.674
2009-05-25,1.19,0.933
2009-05-26,1.173,-1.4286
2009-05-27,1.181,0.682
2009-06-01,1.217,3.0483
2009-06-02,1.221,0.3287
2009-06-03,1.249,2.2932
2009-06-04,1.253,0.3203
2009-06-05,1.247,-0.4789
2009-06-08,1.246,-0.0802
2009-06-09,1.249,0.2408
2009-06-10,1.257,0.6405
2009-06-11,1.245,-0.9547
2009-06-12,1.227,-1.4458
2009-06-15,1.249,1.793
2009-06-16,1.244,-0.4003
2009-06-17,1.271,2.1704
2009-06-18,1.289,1.4162
2009-06-19,1.297,0.6206
2009-06-22,1.29,-0.5397
2009-06-23,1.296,0.4651
2009-06-24,1.305,0.6944
2009-06-25,1.314,0.6897
2009-06-26,1.332,1.3699
2009-06-29,1.362,2.2523
2009-06-30,1.362,0.0
2009-07-01,1.394,2.3495
2009-07-02,1.414,1.4347
2009-07-03,1.447,2.3338
2009-07-06,1.46,0.8984
2009-07-07,1.441,-1.3014
2009-07-08,1.455,0.9715
2009-07-09,1.469,0.9622
2009-07-10,1.476,0.4765
2009-07-13,1.458,-1.2195
2009-07-14,1.502,3.0178
2009-07-15,1.513,0.7324
2009-07-16,1.523,0.6609
2009-07-17,1.528,0.3283
2009-07-20,1.557,1.8979
2009-07-21,1.543,-0.8992
2009-07-22,1.567,1.5554
2009-07-23,1.585,1.1487
2009-07-24,1.583,-0.1262
2009-07-27,1.604,1.3266
2009-07-28,1.607,0.187
2009-07-29,1.53,-4.7915
2009-07-30,1.552,1.4379
2009-07-31,1.588,2.3196
2009-08-03,1.616,1.7632
2009-08-04,1.622,0.3713
2009-08-05,1.586,-2.2195
2009-08-06,1.554,-2.0177
2009-08-07,1.502,-3.3462
2009-08-10,1.503,0.0666
2009-08-11,1.506,0.1996
2009-08-12,1.452,-3.5857
2009-08-13,1.469,1.1708
2009-08-14,1.444,-1.7018
2009-08-17,1.353,-6.3019
2009-08-18,1.367,1.0347
2009-08-19,1.306,-4.4623
2009-08-20,1.359,4.0582
2009-08-21,1.385,1.9132
2009-08-24,1.403,1.2996
2009-08-25,1.363,-2.851
2009-08-26,1.379,1.1739
2009-08-27,1.365,-1.0152
2009-08-28,1.311,-3.956
2009-08-31,1.229,-6.2548
2009-09-01,1.239,0.8137
2009-09-02,1.258,1.5335
2009-09-03,1.317,4.69
2009-09-04,1.327,0.7593
2009-09-07,1.344,1.2811
2009-09-08,1.367,1.7113
2009-09-09,1.376,0.6584
2009-09-10,1.366,-0.7267
2009-09-11,1.404,2.7818
2009-09-14,1.424,1.4245
2009-09-15,1.429,0.3511
2009-09-16,1.412,-1.1896
2009-09-17,1.434,1.5581
2009-09-18,1.393,-2.8591
2009-09-21,1.402,0.6461
2009-09-22,1.377,-1.7832
2009-09-23,1.347,-2.1786
2009-09-24,1.356,0.6682
2009-09-25,1.347,-0.6637
2009-09-28,1.319,-2.0787
2009-09-29,1.318,-0.0758
2009-09-30,1.331,0.9863
2009-10-09,1.392,4.583
2009-10-12,1.392,0.0
