净值日期,累计净值
2018-03-29,1.0
2018-03-30,1.0
2018-04-04,0.9899
2018-04-13,0.9832
2018-04-20,0.9897
2018-04-26,0.9742
2018-04-27,0.9673
2018-05-02,0.9686
2018-05-03,0.9607
2018-05-04,0.9634
2018-05-07,0.9721
2018-05-08,0.9801
2018-05-09,0.9753
2018-05-10,0.969
2018-05-11,0.9599
2018-05-14,0.9469
2018-05-15,0.9651
2018-05-16,0.9724
2018-05-17,0.9639
2018-05-18,0.969
2018-05-21,0.9717
2018-05-22,0.9729
2018-05-23,0.9706
2018-05-24,0.9589
2018-05-25,0.9647
2018-05-28,0.9499
2018-05-29,0.9332
2018-05-30,0.9198
2018-05-31,0.9267
2018-06-01,0.9149
2018-06-04,0.9196
2018-06-05,0.9415
2018-06-06,0.9505
2018-06-07,0.9363
2018-06-08,0.9328
2018-06-11,0.9223
2018-06-12,0.9317
2018-06-13,0.9151
2018-06-14,0.9088
2018-06-15,0.8879
2018-06-19,0.862
2018-06-20,0.8836
2018-06-21,0.8692
2018-06-22,0.883
2018-06-25,0.8849
2018-06-26,0.8928
2018-06-27,0.8845
2018-06-28,0.8789
2018-06-29,0.9071
2018-06-30,0.9071
2018-07-02,0.9044
2018-07-03,0.9226
2018-07-04,0.906
2018-07-05,0.8862
2018-07-06,0.8928
2018-07-09,0.9211
2018-07-10,0.9283
2018-07-11,0.914
2018-07-12,0.9393
2018-07-13,0.9335
2018-07-16,0.936
2018-07-17,0.9363
2018-07-18,0.9215
2018-07-19,0.905
2018-07-20,0.9183
2018-07-23,0.9408
2018-07-24,0.9486
2018-07-25,0.9487
2018-07-26,0.9319
2018-07-27,0.9333
2018-07-30,0.9188
2018-07-31,0.9237
2018-08-01,0.8919
2018-08-02,0.8598
2018-08-03,0.8449
2018-08-06,0.8177
2018-08-07,0.8402
2018-08-08,0.817
2018-08-09,0.8493
2018-08-10,0.8614
2018-08-13,0.8776
2018-08-14,0.8694
2018-08-15,0.8565
2018-08-16,0.8452
2018-08-17,0.8352
2018-08-20,0.8426
2018-08-21,0.8549
2018-08-22,0.8485
2018-08-23,0.8594
2018-08-24,0.8528
2018-08-27,0.8794
2018-08-28,0.8848
2018-08-29,0.8844
2018-08-30,0.8691
2018-08-31,0.8611
2018-09-03,0.8807
2018-09-04,0.9054
2018-09-05,0.8962
2018-09-06,0.8966
2018-09-07,0.8834
2018-09-10,0.8643
2018-09-11,0.8754
2018-09-12,0.8837
2018-09-13,0.8942
2018-09-14,0.8669
2018-09-17,0.8585
2018-09-18,0.8725
2018-09-19,0.887
2018-09-20,0.8768
2018-09-21,0.8799
