净值日期,累计净值
2019-05-06,1.0
2019-05-10,1.0
2019-05-17,0.9996
2019-05-24,0.9979
2019-05-31,0.9982
2019-06-06,0.9945
2019-06-14,0.9988
2019-06-21,1.0076
2019-06-28,1.0106
2019-06-30,1.0106
2019-07-01,1.0156
2019-07-05,1.0138
2019-07-12,1.0064
2019-07-19,1.0119
2019-07-26,1.0238
2019-07-31,1.0255
2019-08-01,1.0243
2019-08-02,1.0155
2019-08-05,1.0018
2019-08-06,1.0018
2019-08-07,1.0007
2019-08-08,1.015
2019-08-09,1.0115
2019-08-12,1.0296
2019-08-13,1.0228
2019-08-14,1.0277
2019-08-15,1.0337
2019-08-16,1.0357
2019-08-19,1.0601
2019-08-20,1.0583
2019-08-21,1.0586
2019-08-22,1.0559
2019-08-23,1.0654
2019-08-26,1.0556
2019-08-27,1.0699
2019-08-28,1.0676
2019-08-29,1.0701
2019-08-30,1.0735
2019-09-02,1.0963
2019-09-03,1.1052
2019-09-04,1.1085
2019-09-05,1.1193
2019-09-06,1.1286
2019-09-09,1.1577
2019-09-10,1.1577
2019-09-11,1.1391
2019-09-12,1.1474
2019-09-16,1.1521
2019-09-17,1.1324
2019-09-18,1.1373
2019-09-19,1.1516
2019-09-20,1.1581
2019-09-23,1.1562
2019-09-24,1.1716
2019-09-25,1.155
2019-09-26,1.1275
2019-09-27,1.1343
2019-09-30,1.1139
2019-10-08,1.1124
2019-10-09,1.1112
2019-10-10,1.1468
2019-10-11,1.1509
2019-10-14,1.1602
2019-10-15,1.1463
2019-10-16,1.1465
2019-10-17,1.1521
2019-10-18,1.1431
2019-10-21,1.1359
2019-10-22,1.1579
2019-10-23,1.1422
2019-10-24,1.1351
2019-10-25,1.1528
2019-10-28,1.1764
2019-10-29,1.1728
2019-10-30,1.17
2019-10-31,1.1662
2019-11-01,1.1762
2019-11-04,1.1908
2019-11-05,1.1995
2019-11-06,1.1862
2019-11-07,1.193
2019-11-08,1.1885
2019-11-11,1.164
2019-11-12,1.1603
2019-11-13,1.1789
2019-11-14,1.1927
2019-11-15,1.184
2019-11-18,1.1962
2019-11-19,1.2174
2019-11-20,1.2133
2019-11-21,1.2018
2019-11-22,1.1749
2019-11-25,1.1518
2019-11-26,1.1569
2019-11-27,1.1606
2019-11-28,1.1632
2019-11-29,1.155
2019-12-02,1.15
2019-12-03,1.1514
2019-12-04,1.1548
2019-12-05,1.1779
2019-12-06,1.1875
2019-12-09,1.1855
2019-12-10,1.2005
2019-12-11,1.1903
2019-12-12,1.1892
2019-12-13,1.2059
2019-12-16,1.2292
2019-12-17,1.2466
2019-12-18,1.2531
