净值日期,单位净值,日增长率
2017-08-02,1.0,0.0
2017-08-04,1.0001,0.0
2017-08-11,1.0002,0.0
2017-08-18,1.0002,0.0
2017-08-25,1.0003,0.0
2017-09-01,1.0013,0.0
2017-09-04,0.9993,-0.1997
2017-09-05,0.9977,-0.1601
2017-09-06,0.9938,-0.3909
2017-09-07,0.9919,-0.1912
2017-09-08,0.9895,-0.242
2017-09-11,0.988,-0.1516
2017-09-12,0.9941,0.6174
2017-09-13,1.0056,1.1568
2017-09-14,1.02,1.432
2017-09-15,1.0029,-1.6765
2017-09-18,1.0028,-0.01
2017-09-19,0.9994,-0.3391
2017-09-20,1.0038,0.4403
2017-09-21,0.9996,-0.4184
2017-09-22,0.9944,-0.5202
2017-09-25,0.9911,-0.3319
2017-09-26,0.9929,0.1816
2017-09-27,0.9928,-0.0101
2017-09-28,0.9895,-0.3324
2017-09-29,0.9926,0.3133
2017-10-09,1.003,1.0478
2017-10-10,1.0105,0.7478
2017-10-11,1.0036,-0.6828
2017-10-12,1.0064,0.279
2017-10-13,1.011,0.4571
2017-10-16,1.0161,0.5045
2017-10-17,1.0192,0.3051
2017-10-18,1.0179,-0.1276
2017-10-19,1.0055,-1.2182
2017-10-20,1.0178,1.2233
2017-10-23,1.0316,1.3559
2017-10-24,1.0339,0.223
2017-10-25,1.037,0.2998
2017-10-26,1.0328,-0.405
2017-10-27,1.0215,-1.0941
2017-10-30,1.008,-1.3216
2017-10-31,1.0086,0.0595
2017-11-01,0.9996,-0.8923
2017-11-02,0.9855,-1.4106
2017-11-03,0.9726,-1.309
2017-11-06,0.9742,0.1645
2017-11-07,0.9852,1.1291
2017-11-08,0.9864,0.1218
2017-11-09,0.9848,-0.1622
2017-11-10,0.9799,-0.4976
2017-11-13,1.0086,2.9289
2017-11-14,1.0161,0.7436
2017-11-15,1.011,-0.5019
2017-11-16,1.015,0.3956
2017-11-17,0.9972,-1.7537
2017-11-20,1.0041,0.6919
2017-11-21,0.9959,-0.8167
2017-11-22,0.9991,0.3213
2017-11-23,0.989,-1.0109
2017-11-24,0.9814,-0.7685
2017-11-27,0.9749,-0.6623
2017-11-28,1.0125,3.8568
2017-11-29,1.0515,3.8519
2017-11-30,1.0366,-1.417
2017-12-01,1.0317,-0.4727
2017-12-04,1.0312,-0.0485
2017-12-05,1.0209,-0.9988
2017-12-06,1.0145,-0.6269
2017-12-07,0.9996,-1.4687
2017-12-08,1.0105,1.0904
2017-12-11,1.0188,0.8214
2017-12-12,1.0053,-1.3251
2017-12-13,0.9996,-0.567
2017-12-14,1.0084,0.8804
2017-12-15,0.9864,-2.1817
2017-12-18,0.9819,-0.4562
2017-12-19,0.9906,0.886
2017-12-20,0.9775,-1.3224
2017-12-21,0.9911,1.3913
2017-12-22,0.9952,0.4137
2017-12-25,0.9967,0.1507
2017-12-26,1.0038,0.7124
2017-12-27,0.9925,-1.1257
2017-12-28,0.9944,0.1914
2017-12-29,1.0016,0.7241
2017-12-31,1.001,0.0
2018-01-02,1.0467,4.5028
2018-01-03,1.0613,1.3949
2018-01-04,1.0759,1.3757
2018-01-05,1.0789,0.2788
2018-01-08,1.094,1.3996
2018-01-09,1.0838,-0.9324
2018-01-10,1.0825,-0.1199
2018-01-11,1.0506,-2.9469
2018-01-12,1.0484,-0.2094
2018-01-15,1.0345,-1.3258
2018-01-16,1.0513,1.624
2018-01-17,1.0382,-1.2461
2018-01-18,1.0529,1.4159
2018-01-19,1.0466,-0.5983
2018-01-22,1.0551,0.8122
2018-01-23,1.0594,0.4075
2018-01-24,1.0568,-0.2454
2018-01-25,1.0662,0.8895
2018-01-26,1.0875,1.9977
2018-01-29,1.0785,-0.8276
2018-01-30,1.0566,-2.0306
2018-01-31,1.0496,-0.6625
2018-02-01,1.0236,-2.4771
2018-02-02,1.0483,2.4131
2018-02-05,1.0583,0.9539
2018-02-06,0.9995,-5.5561
2018-02-07,0.9839,-1.5608
2018-02-08,0.9763,-0.7724
2018-02-09,0.9242,-5.3365
2018-02-12,0.9439,2.1316
2018-02-13,0.9567,1.3561
2018-02-14,0.9698,1.3693
2018-02-22,0.9996,3.0728
2018-02-23,1.0086,0.9004
2018-02-26,1.0322,2.3399
2018-02-27,1.0055,-2.5867
2018-02-28,0.9996,-0.5868
2018-03-01,1.0167,1.7107
2018-03-02,1.0101,-0.6492
2018-03-05,0.9981,-1.188
2018-03-06,1.0176,1.9537
2018-03-07,1.0089,-0.855
2018-03-08,1.0257,1.6652
2018-03-09,1.0244,-0.1267
2018-03-12,1.0447,1.9816
2018-03-13,1.0494,0.4499
2018-03-14,1.0717,2.125
2018-03-15,1.0645,-0.6718
2018-03-16,1.0598,-0.4415
2018-03-19,1.0433,-1.5569
2018-03-20,1.0536,0.9873
2018-03-21,1.0344,-1.8223
2018-03-22,1.0287,-0.551
2018-03-23,0.977,-5.0258
2018-03-26,0.9802,0.3275
2018-03-27,0.9968,1.6935
2018-03-28,0.983,-1.3844
2018-03-29,1.0079,2.5331
2018-03-30,1.0103,0.2381
2018-04-02,1.0099,-0.0396
2018-04-03,1.0037,-0.6139
2018-04-04,0.9907,-1.2952
2018-04-09,1.0016,1.1002
2018-04-10,1.0155,1.3878
2018-04-11,1.0107,-0.4727
2018-04-12,0.9963,-1.4248
2018-04-13,0.9911,-0.5219
2018-04-16,0.9758,-1.5437
2018-04-17,0.9611,-1.5065
2018-04-18,0.9615,0.0416
2018-04-19,0.9704,0.9256
2018-04-20,0.9485,-2.2568
2018-04-23,0.9452,-0.3479
2018-04-24,0.9734,2.9835
2018-04-25,0.9658,-0.7808
2018-04-26,0.9413,-2.5368
2018-04-27,0.9401,-0.1275
2018-05-02,0.9461,0.6382
2018-05-03,0.9441,-0.2114
2018-05-04,0.9496,0.5826
2018-05-07,0.9644,1.5586
2018-05-08,0.9727,0.8606
2018-05-09,0.969,-0.3804
2018-05-10,0.971,0.2064
2018-05-11,0.9537,-1.7817
2018-05-14,0.9542,0.0524
2018-05-15,0.9598,0.5869
2018-05-16,0.9606,0.0834
2018-05-17,0.9554,-0.5413
2018-05-18,0.9541,-0.1361
2018-05-21,0.9708,1.7503
2018-05-22,0.97,-0.0824
2018-05-23,0.947,-2.3711
2018-05-24,0.9472,0.0211
2018-05-25,0.9407,-0.6862
2018-05-28,0.9368,-0.4146
2018-05-29,0.9182,-1.9855
2018-05-30,0.8914,-2.9188
2018-05-31,0.9063,1.6715
2018-06-01,0.9094,0.3421
2018-06-04,0.9144,0.5498
2018-06-05,0.9248,1.1374
2018-06-06,0.9307,0.638
2018-06-07,0.924,-0.7199
2018-06-08,0.9124,-1.2554
2018-06-11,0.9148,0.263
2018-06-12,0.9276,1.3992
2018-06-13,0.9189,-0.9379
2018-06-14,0.9171,-0.1959
2018-06-15,0.9114,-0.6215
2018-06-19,0.8535,-6.3529
2018-06-20,0.8593,0.6796
2018-06-21,0.8602,0.1047
2018-06-22,0.8714,1.302
2018-06-25,0.8583,-1.5033
2018-06-26,0.8346,-2.7613
2018-06-27,0.8211,-1.6175
2018-06-28,0.8072,-1.6929
2018-06-29,0.828,2.5768
2018-06-30,0.8278,0.0
2018-07-02,0.8057,-2.6932
2018-07-03,0.811,0.6578
2018-07-04,0.796,-1.8496
2018-07-05,0.7796,-2.0603
2018-07-06,0.791,1.4623
2018-07-09,0.8158,3.1353
2018-07-10,0.8393,2.8806
2018-07-11,0.8262,-1.5608
2018-07-12,0.8409,1.7792
2018-07-13,0.8499,1.0703
2018-07-16,0.8386,-1.3296
2018-07-17,0.8424,0.4531
2018-07-18,0.8321,-1.2227
2018-07-19,0.8384,0.7571
2018-07-20,0.8482,1.1689
2018-07-23,0.878,3.5133
2018-07-24,0.9241,5.2506
2018-07-25,0.9228,-0.1407
2018-07-26,0.9103,-1.3546
2018-07-27,0.9083,-0.2197
2018-07-30,0.9179,1.0569
2018-07-31,0.9097,-0.8933
2018-08-01,0.8973,-1.3631
2018-08-02,0.9008,0.3901
2018-08-03,0.8704,-3.3748
2018-08-06,0.8701,-0.0345
2018-08-07,0.9028,3.7582
2018-08-08,0.904,0.1329
2018-08-09,0.9133,1.0288
2018-08-10,0.9131,-0.0219
2018-08-13,0.91,-0.3395
2018-08-14,0.913,0.3297
2018-08-15,0.8825,-3.3406
2018-08-16,0.8686,-1.5751
2018-08-17,0.8485,-2.3141
2018-08-20,0.8565,0.9428
2018-08-21,0.8719,1.798
2018-08-22,0.8624,-1.0896
2018-08-23,0.8594,-0.3479
2018-08-24,0.859,-0.0465
2018-08-27,0.8826,2.7474
2018-08-28,0.8779,-0.5325
2018-08-29,0.8755,-0.2734
2018-08-30,0.8561,-2.2159
2018-08-31,0.8538,-0.2687
2018-09-03,0.8539,0.0117
2018-09-04,0.8607,0.7963
2018-09-05,0.8405,-2.3469
2018-09-06,0.8329,-0.9042
2018-09-07,0.8389,0.7204
2018-09-10,0.8145,-2.9086
2018-09-11,0.7963,-2.2345
2018-09-12,0.7926,-0.4646
2018-09-13,0.7988,0.7822
2018-09-14,0.8001,0.1627
2018-09-17,0.7846,-1.9373
2018-09-18,0.8187,4.3462
2018-09-19,0.8221,0.4153
2018-09-20,0.8242,0.2554
2018-09-21,0.8369,1.5409
2018-09-25,0.8329,-0.478
2018-09-26,0.837,0.4923
2018-09-27,0.8284,-1.0275
2018-09-28,0.8368,1.014
2018-10-08,0.8044,-3.8719
2018-10-09,0.8048,0.0497
2018-10-10,0.8093,0.5591
2018-10-11,0.7673,-5.1897
2018-10-12,0.7748,0.9775
2018-10-15,0.7624,-1.6004
2018-10-16,0.7445,-2.3478
2018-10-17,0.7481,0.4835
2018-10-18,0.7252,-3.0611
2018-10-19,0.7421,2.3304
2018-10-22,0.7798,5.0802
2018-10-23,0.7579,-2.8084
2018-10-24,0.7543,-0.475
2018-10-25,0.7433,-1.4583
2018-10-26,0.7451,0.2422
2018-10-29,0.7342,-1.4629
2018-10-30,0.7373,0.4222
2018-10-31,0.7621,3.3636
2018-11-01,0.7675,0.7086
2018-11-02,0.7869,2.5277
2018-11-05,0.7883,0.1779
2018-11-06,0.7875,-0.1015
2018-11-07,0.7826,-0.6222
2018-11-08,0.7772,-0.69
2018-11-09,0.7664,-1.3896
2018-11-12,0.7839,2.2834
2018-11-13,0.7931,1.1736
2018-11-14,0.7919,-0.1513
2018-11-15,0.8027,1.3638
2018-11-16,0.8018,-0.1121
2018-11-19,0.8279,3.2552
2018-11-20,0.7992,-3.4666
2018-11-21,0.8057,0.8133
2018-11-22,0.7982,-0.9309
2018-11-23,0.7744,-2.9817
2018-11-26,0.7825,1.046
2018-11-27,0.7829,0.0511
2018-11-28,0.7877,0.6131
2018-11-29,0.7756,-1.5361
2018-11-30,0.7799,0.5544
2018-12-03,0.7993,2.4875
2018-12-04,0.8052,0.7381
2018-12-05,0.7991,-0.7576
2018-12-06,0.7898,-1.1638
2018-12-07,0.8017,1.5067
2018-12-10,0.7908,-1.3596
2018-12-11,0.787,-0.4805
2018-12-12,0.7883,0.1652
2018-12-13,0.8099,2.7401
2018-12-14,0.7964,-1.6669
2018-12-17,0.803,0.8287
2018-12-18,0.786,-2.1171
2018-12-19,0.7765,-1.2087
2018-12-20,0.7761,-0.0515
2018-12-21,0.7631,-1.675
2018-12-24,0.7661,0.3931
2018-12-25,0.7551,-1.4358
2018-12-26,0.7528,-0.3046
2018-12-27,0.7402,-1.6738
2018-12-28,0.7395,-0.0946
2018-12-31,0.7392,0.0
2019-01-02,0.7338,-0.7708
2019-01-03,0.7217,-1.649
2019-01-04,0.7375,2.1893
2019-01-07,0.7487,1.5186
2019-01-08,0.7521,0.4541
2019-01-09,0.7524,0.0399
2019-01-10,0.7534,0.1329
2019-01-11,0.7645,1.4733
2019-01-14,0.7659,0.1831
2019-01-15,0.7785,1.6451
2019-01-16,0.7743,-0.5395
2019-01-17,0.7711,-0.4133
2019-01-18,0.7835,1.6081
2019-01-21,0.7863,0.3574
2019-01-22,0.7723,-1.7805
2019-01-23,0.7784,0.7898
2019-01-24,0.7783,-0.0128
2019-01-25,0.7823,0.5139
2019-01-28,0.7835,0.1534
2019-01-29,0.7839,0.0511
2019-01-30,0.7755,-1.0716
2019-01-31,0.7726,-0.374
2019-02-01,0.7887,2.0839
2019-02-11,0.8037,1.9019
2019-02-12,0.8084,0.5848
2019-02-13,0.8223,1.7194
2019-02-14,0.8212,-0.1338
2019-02-15,0.8089,-1.4978
2019-02-18,0.8383,3.6346
2019-02-19,0.8374,-0.1074
2019-02-20,0.8425,0.609
2019-02-21,0.8332,-1.1039
2019-02-22,0.8426,1.1282
2019-02-25,0.8822,4.6997
2019-02-26,0.8799,-0.2607
2019-02-27,0.8783,-0.1818
2019-02-28,0.8929,1.6623
2019-03-01,0.9183,2.8447
2019-03-04,0.9332,1.6226
2019-03-05,0.942,0.943
2019-03-06,0.9502,0.8705
2019-03-07,0.9515,0.1368
2019-03-08,0.9095,-4.4141
2019-03-11,0.9323,2.5069
2019-03-12,0.9394,0.7616
2019-03-13,0.9293,-1.0752
2019-03-14,0.9329,0.3874
2019-03-15,0.9496,1.7901
2019-03-18,0.9712,2.2746
2019-03-19,0.968,-0.3295
2019-03-20,0.98,1.2397
2019-03-21,0.9899,1.0102
2019-03-22,0.9928,0.293
2019-03-25,0.9682,-2.4778
2019-03-26,0.959,-0.9502
2019-03-27,0.9788,2.0647
2019-03-28,0.9577,-2.1557
2019-03-29,0.9844,2.7879
2019-04-01,1.0214,3.7586
2019-04-02,1.0289,0.7343
2019-04-03,1.0551,2.5464
2019-04-04,1.0606,0.5213
2019-04-08,1.097,3.432
2019-04-09,1.0763,-1.887
2019-04-10,1.0711,-0.4831
2019-04-11,1.0414,-2.7729
2019-04-12,1.0352,-0.5954
2019-04-15,1.0244,-1.0433
2019-04-16,1.0459,2.0988
2019-04-17,1.0451,-0.0765
2019-04-18,1.0507,0.5358
2019-04-19,1.0489,-0.1713
2019-04-22,1.0144,-3.2892
2019-04-23,1.001,-1.321
2019-04-24,1.0063,0.5295
2019-04-25,0.969,-3.7066
2019-04-26,0.9669,-0.2167
2019-04-29,0.9491,-1.8409
2019-04-30,0.9561,0.7375
2019-05-06,0.8946,-6.4324
2019-05-07,0.9117,1.9115
2019-05-08,0.9038,-0.8665
2019-05-09,0.9004,-0.3762
2019-05-10,0.9306,3.3541
2019-05-13,0.9248,-0.6233
2019-05-14,0.914,-1.1678
2019-05-15,0.9351,2.3085
2019-05-16,0.959,2.5559
2019-05-17,0.9273,-3.3055
2019-05-20,0.9254,-0.2049
2019-05-21,0.945,2.118
2019-05-22,0.9386,-0.6772
2019-05-23,0.9283,-1.0974
2019-05-24,0.925,-0.3555
2019-05-27,0.9386,1.4703
2019-05-28,0.9418,0.3409
2019-05-29,0.9462,0.4672
2019-05-30,0.9355,-1.1308
2019-05-31,0.9307,-0.5131
2019-06-03,0.9299,-0.086
2019-06-04,0.9068,-2.4841
2019-06-05,0.9057,-0.1213
2019-06-06,0.8985,-0.795
2019-06-10,0.9097,1.2465
2019-06-11,0.9607,5.6062
2019-06-12,0.9563,-0.458
2019-06-13,0.9517,-0.481
2019-06-14,0.9397,-1.2609
2019-06-17,0.9403,0.0639
2019-06-18,0.9392,-0.117
2019-06-19,0.9443,0.543
2019-06-20,0.9648,2.1709
2019-06-21,0.9657,0.0933
2019-06-24,0.9677,0.2071
2019-06-25,0.9577,-1.0334
2019-06-26,0.9615,0.3968
2019-06-27,0.9719,1.0816
2019-06-28,0.9777,0.5968
2019-06-30,0.9776,0.0
2019-07-01,0.9968,1.9536
2019-07-02,1.0041,0.7323
2019-07-03,0.9957,-0.8366
2019-07-04,1.0001,0.4419
2019-07-05,1.0028,0.27
2019-07-08,0.9735,-2.9218
2019-07-09,0.9742,0.0719
2019-07-10,0.9569,-1.7758
2019-07-11,0.96,0.324
2019-07-12,0.9671,0.7396
2019-07-15,0.9795,1.2822
2019-07-16,0.9781,-0.1429
2019-07-17,0.9783,0.0204
2019-07-18,0.9621,-1.6559
2019-07-19,0.9658,0.3846
2019-07-22,0.9482,-1.8223
2019-07-23,0.95,0.1898
2019-07-24,0.9549,0.5158
2019-07-25,0.9566,0.178
2019-07-26,0.9666,1.0454
2019-07-29,0.966,-0.0621
2019-07-30,0.9662,0.0207
2019-07-31,0.9478,-1.9044
2019-08-01,0.9414,-0.6752
2019-08-02,0.928,-1.4234
2019-08-05,0.9115,-1.778
2019-08-06,0.9007,-1.1849
2019-08-07,0.8983,-0.2665
2019-08-08,0.9036,0.59
2019-08-09,0.8921,-1.2727
2019-08-12,0.8989,0.7622
2019-08-13,0.885,-1.5463
2019-08-14,0.8878,0.3164
2019-08-15,0.8918,0.4506
2019-08-16,0.9015,1.0877
2019-08-19,0.9244,2.5402
2019-08-20,0.9289,0.4868
2019-08-21,0.9331,0.4521
2019-08-22,0.9289,-0.4501
2019-08-23,0.9317,0.3014
2019-08-26,0.9229,-0.9445
2019-08-27,0.9315,0.9318
2019-08-28,0.9283,-0.3435
2019-08-29,0.9195,-0.948
2019-08-30,0.9098,-1.0549
2019-09-02,0.9364,2.9237
2019-09-03,0.9514,1.6019
2019-09-04,0.9705,2.0076
2019-09-05,0.9707,0.0206
2019-09-06,0.9702,-0.0515
2019-09-09,0.9767,0.67
2019-09-10,0.9759,-0.0819
2019-09-11,0.9696,-0.6456
2019-09-12,0.9814,1.217
2019-09-16,0.9771,-0.4381
2019-09-17,0.9569,-2.0673
2019-09-18,0.9577,0.0836
2019-09-19,0.9607,0.3133
2019-09-20,0.9667,0.6245
2019-09-23,0.9519,-1.531
2019-09-24,0.95009999999999994,-0.1891
2019-09-25,0.9424,-0.8104
2019-09-26,0.9355,-0.7322
2019-09-27,0.934,-0.1603
2019-09-30,0.9333,-0.0749
2019-10-08,0.956,2.4322
2019-10-09,0.9576,0.1674
2019-10-10,0.9598,0.2297
2019-10-11,0.9812,2.2296
2019-10-14,0.9893,0.8255
2019-10-15,0.9802,-0.9198
2019-10-16,0.9821,0.1938
2019-10-17,0.9778,-0.4378
2019-10-18,0.9642,-1.3909
2019-10-21,0.9645,0.0311
2019-10-22,0.9676,0.3214
2019-10-23,0.9665,-0.1137
2019-10-24,0.9614,-0.5277
2019-10-25,0.966,0.4785
2019-10-28,0.968,0.207
2019-10-29,0.9585,-0.9814
2019-10-30,0.9536,-0.5112
2019-10-31,0.9475,-0.6397
2019-11-01,0.9669,2.0475
2019-11-04,0.9824,1.6031
2019-11-05,0.9901,0.7838
2019-11-06,0.9822,-0.7979
2019-11-07,0.9895,0.7432
2019-11-08,0.9833,-0.6266
2019-11-11,0.9595,-2.4204
2019-11-12,0.9641,0.4794
2019-11-13,0.962,-0.2178
2019-11-14,0.9721,1.0499
2019-11-15,0.9562,-1.6356
2019-11-18,0.9667,1.0981
2019-11-19,0.9928,2.6999
2019-11-20,0.9843,-0.8562
2019-11-21,0.9842,-0.0102
2019-11-22,0.9854,0.1219
2019-11-25,1.0254,4.0593
2019-11-26,1.0149,-1.024
2019-11-27,1.0133,-0.1577
2019-11-28,1.0094,-0.3849
2019-11-29,0.9978,-1.1492
2019-12-02,1.0067,0.892
2019-12-03,1.004,-0.2682
2019-12-04,0.9935,-1.0458
2019-12-05,1.0044,1.0971
2019-12-06,1.0076,0.3186
2019-12-09,1.0224,1.4688
2019-12-10,1.0233,0.088
2019-12-11,1.0273,0.3909
2019-12-12,1.015,-1.1973
2019-12-13,1.0274,1.2217
2019-12-16,1.036,0.8371
2019-12-17,1.0465,1.0135
2019-12-18,1.0401,-0.6116
2019-12-19,1.0455,0.5192
2019-12-20,1.0409,-0.44
2019-12-23,1.0451,0.4035
2019-12-24,1.0562,1.0621
2019-12-25,1.0568,0.0568
2019-12-26,1.0759,1.8073
2019-12-27,1.0746,-0.1208
2019-12-30,1.1014,2.494
2019-12-31,1.1241,2.061
2020-01-02,1.1381,1.2454
2020-01-03,1.1295,-0.7556
2020-01-06,1.1276,-0.1682
2020-01-07,1.1326,0.4434
2020-01-08,1.1127,-1.757
2020-01-09,1.1278,1.3571
2020-01-10,1.1374,0.8512
2020-01-13,1.1339,-0.3077
2020-01-14,1.131,-0.2558
2020-01-15,1.1207,-0.9107
2020-01-16,1.1186,-0.1874
2020-01-17,1.1183,-0.0268
2020-01-20,1.128,0.8674
2020-01-21,1.0968,-2.766
2020-01-22,1.097,0.0182
2020-01-23,1.057,-3.6463
2020-02-03,0.959,-9.2715
2020-02-04,0.9794,2.1272
2020-02-05,0.9883,0.9087
2020-02-06,0.9987,1.0523
2020-02-07,0.996,-0.2704
2020-02-10,1.0473,5.1506
2020-02-11,1.052,0.4488
2020-02-12,1.0648,1.2167
2020-02-13,1.0702,0.5071
2020-02-14,1.0758,0.5233
2020-02-17,1.0897,1.2921
2020-02-18,1.081,-0.7984
2020-02-19,1.0912,0.9436
2020-02-20,1.1,0.8065
2020-02-21,1.1063,0.5727
2020-02-24,1.1196,1.2022
2020-02-25,1.1103,-0.8307
2020-02-26,1.1307,1.8373
2020-02-27,1.1481,1.5389
2020-02-28,1.1252,-1.9946
2020-03-02,1.1956,6.2567
2020-03-03,1.1956,0.0
2020-03-04,1.2201,2.0492
2020-03-05,1.2202,0.0082
2020-03-06,1.19,-2.475
2020-03-09,1.1501,-3.3529
2020-03-10,1.1879,3.2867
2020-03-11,1.1631,-2.0877
2020-03-12,1.1407,-1.9259
2020-03-13,1.1248,-1.3939
2020-03-16,1.0789,-4.0807
2020-03-17,1.0831,0.3893
2020-03-18,1.0871,0.3693
2020-03-19,1.0855,-0.1472
2020-03-20,1.1259,3.7218
2020-03-23,1.1079,-1.5987
2020-03-24,1.133,2.2655
2020-03-25,1.1451,1.068
2020-03-26,1.1188,-2.2967
2020-03-27,1.1306,1.0547
2020-03-30,1.1242,-0.5661
2020-03-31,1.1191,-0.4537
2020-04-01,1.1157,-0.3038
2020-04-02,1.1204,0.4213
2020-04-03,1.1114,-0.8033
2020-04-07,1.1705,5.3176
2020-04-08,1.1722,0.1452
2020-04-09,1.1743,0.1792
2020-04-10,1.1592,-1.2859
2020-04-13,1.1854,2.2602
2020-04-14,1.1978,1.0461
2020-04-15,1.1757,-1.845
2020-04-16,1.1667,-0.7655
2020-04-17,1.185,1.5685
2020-04-20,1.2189,2.8608
2020-04-21,1.2244,0.4512
2020-04-22,1.224,-0.0327
2020-04-23,1.2052,-1.5359
2020-04-24,1.1939,-0.9376
2020-04-27,1.2048,0.913
2020-04-28,1.1956,-0.7636
2020-04-29,1.2174,1.8234
2020-04-30,1.2146,-0.23
2020-05-06,1.2175,0.2388
2020-05-07,1.2343,1.3799
2020-05-08,1.2384,0.3322
2020-05-11,1.2643,2.0914
2020-05-12,1.256,-0.6565
2020-05-13,1.2531,-0.2309
2020-05-14,1.221,-2.5616
2020-05-15,1.2124,-0.7043
2020-05-18,1.2185,0.5031
2020-05-19,1.2245,0.4924
2020-05-20,1.2131,-0.931
2020-05-21,1.2055,-0.6265
2020-05-22,1.1723,-2.754
2020-05-25,1.1755,0.273
2020-05-26,1.1877,1.0379
2020-05-27,1.1709,-1.4145
2020-05-28,1.1797,0.7516
2020-05-29,1.1813,0.1356
2020-06-01,1.2088,2.3279
2020-06-02,1.2016,-0.5956
2020-06-03,1.1937,-0.6575
2020-06-04,1.1855,-0.6869
2020-06-05,1.1772,-0.7001
2020-06-08,1.1727,-0.3823
2020-06-09,1.1797,0.5969
2020-06-10,1.2051,2.1531
2020-06-11,1.1908,-1.1866
2020-06-12,1.1867,-0.3443
2020-06-15,1.1731,-1.146
2020-06-16,1.2032,2.5659
2020-06-17,1.1969,-0.5236
2020-06-18,1.195,-0.1587
2020-06-19,1.2002,0.4351
2020-06-22,1.1818,-1.5331
2020-06-23,1.1738,-0.6769
2020-06-24,1.1789,0.4345
2020-06-29,1.1677,-0.95
2020-06-30,1.1788,0.9506
2020-07-01,1.2233,3.775
2020-07-02,1.259,2.9183
2020-07-03,1.2611,0.1668
2020-07-06,1.3116,4.0044
2020-07-07,1.3018,-0.7472
2020-07-08,1.321,1.4749
2020-07-09,1.3548,2.5587
2020-07-10,1.332,-1.6829
2020-07-13,1.384,3.9039
2020-07-14,1.3883,0.3107
2020-07-15,1.3798,-0.6123
2020-07-16,1.3559,-1.7321
2020-07-17,1.3952,2.8984
2020-07-20,1.4966,7.2678
2020-07-21,1.4886,-0.5345
2020-07-22,1.4912,0.1747
2020-07-23,1.4886,-0.1744
2020-07-24,1.4131,-5.0719
2020-07-27,1.4209,0.552
2020-07-28,1.4196,-0.0915
2020-07-29,1.4487,2.0499
2020-07-30,1.4753,1.8361
2020-07-31,1.4906,1.0371
2020-08-03,1.5148,1.6235
2020-08-04,1.5067,-0.5347
2020-08-05,1.5181,0.7566
2020-08-06,1.5149,-0.2108
2020-08-07,1.5159,0.066
2020-08-10,1.5186,0.1781
2020-08-11,1.4894,-1.9228
2020-08-12,1.462,-1.8397
2020-08-13,1.4606,-0.0958
2020-08-14,1.4771,1.1297
2020-08-17,1.5041,1.8279
2020-08-18,1.5211,1.1302
2020-08-19,1.53,0.5851
2020-08-20,1.5107,-1.2614
2020-08-21,1.5157,0.331
2020-08-24,1.5324,1.1
2020-08-25,1.5243,-0.53
2020-08-26,1.4908,-2.2
2020-08-27,1.495,0.28
2020-08-28,1.5224,1.83
2020-08-31,1.5282,0.38
2020-09-01,1.5203,-0.52
2020-09-02,1.5101,-0.67
2020-09-03,1.5025,-0.5
2020-09-04,1.4901,-0.83
2020-09-07,1.4572,-2.21
2020-09-08,1.4561,-0.08
2020-09-09,1.4081,-3.3
2020-09-10,1.3983,-0.7
2020-09-11,1.4161,1.27
2020-09-14,1.4279,0.83
2020-09-15,1.4426,1.03
2020-09-16,1.4456,0.21
2020-09-17,1.4319,-0.95
2020-09-18,1.4787,3.27
2020-09-21,1.472,-0.45
2020-09-22,1.4502,-1.48
2020-09-23,1.4464,-0.26
2020-09-24,1.4151,-2.16
2020-09-25,1.3947,-1.44
2020-09-28,1.3828,-0.85
2020-09-29,1.3724,-0.75
2020-09-30,1.3688,-0.26
2020-10-09,1.4039,2.56
2020-10-12,1.4331,2.08
2020-10-13,1.4397,0.46
2020-10-14,1.4412,0.1
2020-10-15,1.4278,-0.93
2020-10-16,1.4122,-1.09
2020-10-19,1.4018,-0.74
2020-10-20,1.4048,0.21
2020-10-21,1.375,-2.12
2020-10-22,1.352,-1.67
2020-10-23,1.3343,-1.31
2020-10-26,1.3313,-0.22
2020-10-27,1.3585,2.04
2020-10-28,1.3538,-0.35
2020-10-29,1.3726,1.39
2020-10-30,1.3417,-2.25
2020-11-02,1.3506,0.66
2020-11-03,1.3629,0.91
2020-11-04,1.3853,1.64
2020-11-05,1.401,1.13
2020-11-06,1.4027,0.12
2020-11-09,1.4285,1.84
2020-11-10,1.4314,0.2
2020-11-11,1.4586,1.9
2020-11-12,1.4668,0.56
2020-11-13,1.4503,-1.12
2020-11-16,1.4814,2.14
2020-11-17,1.4749,-0.44
2020-11-18,1.4733,-0.11
2020-11-19,1.4556,-1.2
2020-11-20,1.4576,0.14
2020-11-23,1.4807,1.58
2020-11-24,1.4618,-1.28
2020-11-25,1.4272,-2.37
2020-11-26,1.4112,-1.12
2020-11-27,1.4087,-0.18
2020-11-30,1.4009,-0.55
2020-12-01,1.4142,0.95
2020-12-02,1.4188,0.33
2020-12-03,1.4008,-1.27
2020-12-04,1.4075,0.48
