净值日期,累计净值
2020-04-22,1.0
2020-04-24,1.0
2020-04-30,0.9985
2020-05-08,1.0066
2020-05-15,1.0005
2020-05-21,1.0076
2020-05-22,0.9865
2020-05-25,1.0042
2020-05-26,1.0082
2020-05-27,0.9997
2020-05-28,0.9963
2020-05-29,1.0099
2020-06-01,1.033
2020-06-02,1.0275
2020-06-03,1.0226
2020-06-04,1.03
2020-06-05,1.029
2020-06-08,1.0342
2020-06-09,1.0421
2020-06-10,1.0437
2020-06-11,1.0261
2020-06-12,1.0309
2020-06-15,1.0235
2020-06-16,1.033
2020-06-17,1.0351
2020-06-18,1.0427
2020-06-19,1.0667
2020-06-22,1.0655
2020-06-23,1.08
2020-06-24,1.0831
2020-06-29,1.0885
2020-06-30,1.1029
2020-07-01,1.1349
2020-07-02,1.1525
2020-07-03,1.1509
2020-07-06,1.1837
2020-07-07,1.2089
2020-07-08,1.2176
2020-07-09,1.2372
2020-07-10,1.2397
2020-07-13,1.2875
2020-07-14,1.2885
2020-07-15,1.3023
2020-07-16,1.2088
2020-07-17,1.2323
2020-07-20,1.2304
2020-07-21,1.249
2020-07-22,1.2644
2020-07-23,1.266
2020-07-24,1.2157
2020-07-27,1.2287
2020-07-28,1.2616
2020-07-29,1.274
2020-07-30,1.2816
2020-07-31,1.2857
2020-08-03,1.2993
2020-08-04,1.2944
2020-08-05,1.3092
2020-08-06,1.2839
2020-08-07,1.2722
2020-08-10,1.2734
2020-08-11,1.2768
2020-08-12,1.2621
2020-08-13,1.2685
2020-08-14,1.2889
2020-08-17,1.3056
2020-08-18,1.3203
2020-08-19,1.3173
2020-08-20,1.2905
2020-08-21,1.3092
2020-08-24,1.3306
2020-08-25,1.3441
2020-08-26,1.3393
2020-08-27,1.3579
2020-08-28,1.3982
2020-08-31,1.4022
2020-09-01,1.4013
2020-09-02,1.4064
2020-09-03,1.3979
2020-09-04,1.3685
2020-09-07,1.3269
2020-09-08,1.3112
2020-09-09,1.2745
2020-09-10,1.2833
2020-09-11,1.3001
2020-09-14,1.303
2020-09-15,1.3102
2020-09-16,1.2914
2020-09-17,1.2705
2020-09-18,1.2898
2020-09-21,1.2727
2020-09-22,1.2633
2020-09-23,1.2659
2020-09-24,1.2478
2020-09-25,1.2526
2020-09-28,1.2577
2020-09-29,1.266
2020-09-30,1.2701
2020-10-09,1.2938
2020-10-12,1.3447
2020-10-13,1.3575
2020-10-14,1.3471
2020-10-15,1.3358
2020-10-16,1.3268
2020-10-19,1.3088
2020-10-20,1.3371
2020-10-21,1.3352
2020-10-22,1.3359
2020-10-23,1.305
2020-10-26,1.2967
2020-10-27,1.3057
2020-10-28,1.3306
2020-10-29,1.3617
2020-10-30,1.3203
2020-11-02,1.3222
2020-11-03,1.3359
2020-11-04,1.3391
2020-11-05,1.3613
2020-11-06,1.3479
2020-11-09,1.3719
2020-11-10,1.3772
2020-11-11,1.3696
2020-11-12,1.3687
2020-11-13,1.3475
2020-11-16,1.3756
2020-11-17,1.3597
2020-11-18,1.3536
2020-11-19,1.3692
