净值日期,累计净值
2015-06-30,1.0
2015-07-03,0.9031
2015-07-06,0.9544
2015-07-07,0.9511
2015-07-08,0.8787
2015-07-09,0.9413
2015-07-10,0.9918
2015-07-13,0.9981
2015-07-14,0.9517
2015-07-15,0.9116
2015-07-16,0.911
2015-07-17,0.9468
2015-07-20,0.9339
2015-07-21,0.936
2015-07-22,0.9211
2015-07-23,0.946
2015-07-24,0.9206
2015-07-27,0.84
2015-07-28,0.8628
2015-07-29,0.8642
2015-07-30,0.8315
2015-07-31,0.8296
2015-08-03,0.834
2015-08-04,0.8508
2015-08-05,0.8275
2015-08-06,0.8099
2015-08-07,0.8228
2015-08-10,0.8701
2015-08-11,0.8593
2015-08-12,0.8509
2015-08-13,0.8592
2015-08-14,0.8648
2015-08-17,0.8494
2015-08-18,0.7979
2015-08-19,0.8062
2015-08-20,0.7751
2015-08-21,0.727
2015-08-24,0.6618
2015-08-25,0.6105
2015-08-26,0.6042
2015-08-27,0.6501
2015-08-28,0.6742
2015-08-31,0.6677
2015-09-01,0.6761
2015-09-02,0.6713
2015-09-07,0.6549
2015-09-08,0.676
2015-09-09,0.6934
2015-09-10,0.6806
2015-09-11,0.6757
2015-09-14,0.6569
2015-09-15,0.633
2015-09-16,0.6694
2015-09-17,0.6524
2015-09-18,0.6566
2015-09-21,0.6655
2015-09-22,0.6863
2015-09-23,0.6629
2015-09-24,0.6682
2015-09-25,0.6533
2015-09-28,0.6566
2015-09-29,0.6468
2015-09-30,0.6477
2015-10-08,0.6701
2015-10-09,0.69
2015-10-12,0.7219
2015-10-13,0.717
2015-10-14,0.7073
2015-10-15,0.7269
2015-10-16,0.7401
2015-10-19,0.7536
2015-10-20,0.7591
2015-10-21,0.7325
2015-10-22,0.74
2015-10-23,0.7534
2015-10-26,0.7633
2015-10-27,0.7629
2015-10-28,0.7396
2015-10-29,0.7379
2015-10-30,0.7499
2015-11-02,0.732
2015-11-03,0.7343
2015-11-04,0.797
2015-11-05,0.8384
2015-11-06,0.8958
2015-11-09,0.8894
2015-11-10,0.8985
2015-11-11,0.9092
2015-11-12,0.8939
2015-11-13,0.8973
2015-11-16,0.8896
2015-11-17,0.8963
2015-11-18,0.8702
2015-11-19,0.8872
2015-11-20,0.8752
2015-11-23,0.8674
2015-11-24,0.8798
2015-11-25,0.883
2015-11-26,0.8761
2015-11-27,0.8157
2015-11-30,0.8122
2015-12-01,0.813
2015-12-02,0.8599
2015-12-03,0.8618
2015-12-04,0.8389
2015-12-07,0.8305
2015-12-08,0.8184
2015-12-09,0.821
2015-12-10,0.8232
2015-12-11,0.826
2015-12-14,0.8843
2015-12-15,0.862
2015-12-16,0.8638
2015-12-17,0.8745
2015-12-18,0.8695
2015-12-21,0.8868
2015-12-22,0.8963
2015-12-23,0.9098
2015-12-24,0.8865
2015-12-25,0.8893
2015-12-28,0.8561
2015-12-29,0.8656
2015-12-30,0.8616
2015-12-31,0.8539
2016-01-04,0.7856
2016-01-05,0.7889
2016-01-06,0.798
2016-01-07,0.7374
2016-01-08,0.7542
2016-01-11,0.7018
2016-01-12,0.7115
2016-01-13,0.7059
2016-01-14,0.7214
2016-01-15,0.7009
2016-01-18,0.7016
2016-01-19,0.7215
2016-01-20,0.7097
2016-01-21,0.6852
2016-01-22,0.6924
2016-01-25,0.6939
2016-01-26,0.6434
2016-01-27,0.6367
2016-01-28,0.6261
2016-01-29,0.656
2016-02-01,0.6445
2016-02-02,0.6594
2016-02-03,0.6545
2016-02-04,0.6628
2016-02-05,0.6473
2016-02-15,0.6387
2016-02-16,0.6636
2016-02-17,0.6679
2016-02-18,0.6669
2016-02-19,0.6698
2016-02-22,0.6934
2016-02-23,0.6822
2016-02-24,0.6857
2016-02-25,0.6356
2016-02-26,0.6414
2016-02-29,0.626
2016-03-01,0.6451
2016-03-02,0.6765
2016-03-03,0.6752
2016-03-04,0.6843
2016-03-07,0.6838
2016-03-08,0.6847
2016-03-09,0.6792
2016-03-10,0.6606
2016-03-11,0.6687
2016-03-14,0.6798
2016-03-15,0.6799
2016-03-16,0.6852
2016-03-17,0.697
2016-03-18,0.7139
2016-03-21,0.7675
2016-03-22,0.7492
2016-03-23,0.7592
2016-03-24,0.7333
2016-03-25,0.7409
2016-03-28,0.7255
2016-03-29,0.7224
2016-03-30,0.743
2016-03-31,0.743
2016-04-01,0.7402
2016-04-05,0.7504
2016-04-06,0.7451
2016-04-07,0.7307
2016-04-08,0.7202
2016-04-11,0.735
2016-04-12,0.7341
2016-04-13,0.749
