date,price,std,mid band,upper band,lower band,signals,cumsum,coordinates
2009-04-08,1.036,0.025139400821901223,1.0271,1.0773788016438024,0.9768211983561974,0,0,
2009-04-09,1.051,0.024830530867419872,1.0296499999999997,1.0793110617348394,0.97998893826516,0,0,
2009-04-10,1.093,0.02790019807513154,1.0339999999999998,1.089800396150263,0.9781996038497367,0,0,
2009-04-13,1.12,0.033631125933856865,1.039,1.1062622518677137,0.9717377481322862,0,0,
2009-04-14,1.133,0.03897701751977481,1.0450499999999998,1.1230040350395494,0.9670959649604502,0,0,
2009-04-15,1.145,0.04276480968469765,1.0527499999999999,1.1382796193693951,0.9672203806306046,0,0,
2009-04-16,1.145,0.04555159018542639,1.0599999999999998,1.1511031803708527,0.9688968196291471,0,0,
2009-04-17,1.129,0.04508620398163569,1.0668499999999999,1.1570224079632712,0.9766775920367284,0,0,
2009-04-20,1.151,0.04686441810382902,1.0737999999999999,1.167528836207658,0.9800711637923418,0,0,
2009-04-21,1.136,0.047099530671479636,1.0795499999999998,1.173749061342959,0.9853509386570405,0,0,
2009-04-22,1.082,0.04531573445806267,1.0823999999999998,1.1730314689161252,0.9917685310838744,0,0,
2009-04-23,1.099,0.04227587964785549,1.0867499999999999,1.171301759295711,1.0021982407042889,0,0,
2009-04-24,1.094,0.040275727312194816,1.0898499999999998,1.1704014546243895,1.00929854537561,0,0,
2009-04-27,1.073,0.03870329103373594,1.0915499999999998,1.1689565820674717,1.014143417932528,0,0,
2009-04-28,1.075,0.03668715536016672,1.0934999999999997,1.1668743107203332,1.0201256892796662,0,0,
2009-04-29,1.101,0.03472508572987723,1.0963999999999996,1.165850171459754,1.0269498285402452,0,0,
2009-04-30,1.1179999999999999,0.03387636188755806,1.0993499999999996,1.1671027237751157,1.0315972762248835,0,0,
2009-05-04,1.158,0.03548698797854537,1.1037999999999997,1.1747739759570903,1.032826024042909,0,0,
2009-05-05,1.159,0.036416306353349435,1.1083999999999996,1.1812326127066985,1.0355673872933007,0,0,
2009-05-06,1.176,0.038203196339131856,1.1136999999999995,1.1901063926782631,1.0372936073217358,0,0,
2009-05-07,1.173,0.035740990767640556,1.1205499999999993,1.1920319815352804,1.049068018464718,0,0,
2009-05-08,1.178,0.03397196986990943,1.1268999999999996,1.1948439397398185,1.0589560602601806,0,0,
2009-05-11,1.1520000000000001,0.0334306430500038,1.1298499999999996,1.196711286100007,1.062988713899992,0,0,
2009-05-12,1.176,0.034876134201514204,1.1326499999999995,1.202402268403028,1.062897731596971,0,0,
2009-05-13,1.183,0.036649513531630734,1.1351499999999994,1.2084490270632608,1.061850972936738,0,0,
2009-05-14,1.183,0.03814166805614542,1.1370499999999995,1.2133333361122902,1.0607666638877087,0,0,
2009-05-15,1.187,0.039725737381781034,1.1391499999999994,1.2186014747635614,1.0596985252364375,0,0,
2009-05-18,1.198,0.041742821633122186,1.1425999999999994,1.2260856432662437,1.059114356733755,0,0,
2009-05-19,1.21,0.044369827348630556,1.1455499999999996,1.2342896546972608,1.0568103453027384,0,0,
2009-05-20,1.208,0.04642739096243574,1.1491499999999994,1.242004781924871,1.056295218075128,0,0,
2009-05-21,1.187,0.04432345226911529,1.1543999999999994,1.24304690453823,1.0657530954617689,0,0,
2009-05-22,1.179,0.04263850496045875,1.1583999999999994,1.243677009920917,1.073122990079082,0,0,
2009-05-25,1.19,0.04034926465122558,1.1631999999999993,1.2438985293024505,1.0825014706975482,0,0,
2009-05-26,1.173,0.03433059093118136,1.1681999999999995,1.2368611818623623,1.0995388181376367,0,0,
2009-05-27,1.181,0.026466463386905777,1.1734999999999995,1.226432926773811,1.120567073226188,0,0,
2009-06-01,1.217,0.022090960285050608,1.1792999999999996,1.2234819205701009,1.1351180794298983,0,0,
2009-06-02,1.2209999999999999,0.018810621299789627,1.1844499999999996,1.2220712425995788,1.1468287574004203,0,0,
2009-06-03,1.249,0.022683172524789404,1.1889999999999996,1.2343663450495783,1.143633654950421,0,0,
2009-06-04,1.253,0.025680424656266895,1.1936999999999995,1.2450608493125332,1.1423391506874658,0,0,
2009-06-05,1.247,0.02791504970441363,1.1972499999999997,1.253080099408827,1.1414199005911725,0,0,
2009-06-08,1.246,0.029314806749093956,1.2008999999999996,1.2595296134981875,1.1422703865018118,0,0,
2009-06-09,1.249,0.030663667854900725,1.2044499999999996,1.265777335709801,1.1431226642901982,0,0,
2009-06-10,1.2570000000000001,0.030196026228626244,1.2096999999999996,1.270092052457252,1.149307947542747,0,0,
2009-06-11,1.245,0.03008457377041019,1.2131499999999997,1.27331914754082,1.1529808524591794,0,0,
2009-06-12,1.227,0.02936391448162346,1.2153499999999997,1.2740778289632466,1.1566221710367528,0,0,
2009-06-15,1.249,0.02924537750248821,1.2186499999999998,1.2771407550049763,1.1601592449950233,0,0,
2009-06-16,1.244,0.028772245398352967,1.2214999999999996,1.2790444907967056,1.1639555092032936,0,0,
2009-06-17,1.271,0.030227688596626463,1.2251499999999997,1.2856053771932527,1.1646946228067467,0,0,
2009-06-18,1.2890000000000001,0.033162915242305024,1.2290999999999996,1.2954258304846098,1.1627741695153895,0,0,
2009-06-19,1.297,0.03602992177562672,1.2335499999999997,1.305609843551253,1.1614901564487463,0,0,
2009-06-22,1.29,0.03638550897208641,1.2386999999999997,1.3114710179441724,1.165928982055827,0,0,
2009-06-23,1.296,0.03568056377888157,1.2445499999999998,1.3159111275577628,1.1731888724422368,0,0,
2009-06-24,1.305,0.03569328405058405,1.2502999999999997,1.3216865681011678,1.1789134318988317,0,0,
2009-06-25,1.314,0.03347784027492781,1.2573499999999995,1.3243056805498552,1.1903943194501438,0,0,
