净值日期,单位净值,日增长率
2015-05-19,1.0,0.0
2015-05-22,1.002,0.0
2015-05-29,1.002,0.0
2015-06-05,1.03,0.0
2015-06-12,1.046,0.0
2015-06-19,1.004,0.0
2015-06-26,0.951,0.0
2015-06-30,0.936,0.0
2015-07-03,0.858,0.0
2015-07-10,0.846,0.0
2015-07-17,0.873,0.0
2015-07-20,0.88,0.8018
2015-07-21,0.893,1.4773
2015-07-22,0.899,0.6719
2015-07-23,0.918,2.1135
2015-07-24,0.912,-0.6536
2015-07-27,0.877,-3.8377
2015-07-28,0.86,-1.9384
2015-07-29,0.88,2.3256
2015-07-30,0.868,-1.3636
2015-07-31,0.864,-0.4608
2015-08-03,0.852,-1.3889
2015-08-04,0.874,2.5822
2015-08-05,0.87,-0.4577
2015-08-06,0.871,0.1149
2015-08-07,0.886,1.7222
2015-08-10,0.905,2.1445
2015-08-11,0.91,0.5525
2015-08-12,0.901,-0.989
2015-08-13,0.913,1.3319
2015-08-14,0.92,0.7667
2015-08-17,0.928,0.8696
2015-08-18,0.896,-3.4483
2015-08-19,0.905,1.0045
2015-08-20,0.887,-1.989
2015-08-21,0.862,-2.8185
2015-08-24,0.829,-3.8283
2015-08-25,0.803,-3.1363
2015-08-26,0.794,-1.1208
2015-08-27,0.803,1.1335
2015-08-28,0.818,1.868
2015-08-31,0.812,-0.7335
2015-09-01,0.801,-1.3547
2015-09-02,0.795,-0.7491
2015-09-07,0.796,0.1258
2015-09-08,0.802,0.7538
2015-09-09,0.808,0.7481
2015-09-10,0.805,-0.3713
2015-09-11,0.807,0.2484
2015-09-14,0.799,-0.9913
2015-09-15,0.793,-0.7509
2015-09-16,0.802,1.1349
2015-09-17,0.8,-0.2494
2015-09-18,0.801,0.125
2015-09-21,0.808,0.8739
2015-09-22,0.81,0.2475
2015-09-23,0.808,-0.2469
2015-09-24,0.81,0.2475
2015-09-25,0.806,-0.4938
2015-09-28,0.809,0.3722
2015-09-29,0.807,-0.2472
2015-09-30,0.807,0.0
2015-10-08,0.811,0.4957
2015-10-09,0.815,0.4932
2015-10-12,0.821,0.7362
2015-10-13,0.822,0.1218
2015-10-14,0.819,-0.365
2015-10-15,0.826,0.8547
2015-10-16,0.83,0.4843
2015-10-19,0.835,0.6024
2015-10-20,0.84,0.5988
2015-10-21,0.827,-1.5476
2015-10-22,0.836,1.0883
2015-10-23,0.841,0.5981
2015-10-26,0.841,0.0
2015-10-27,0.843,0.2378
2015-10-28,0.834,-1.0676
2015-10-29,0.836,0.2398
2015-10-30,0.835,-0.1196
2015-11-02,0.828,-0.8383
2015-11-03,0.83,0.2415
2015-11-04,0.847,2.0482
2015-11-05,0.844,-0.3542
2015-11-06,0.855,1.3033
2015-11-09,0.86,0.5848
2015-11-10,0.868,0.9302
2015-11-11,0.874,0.6912
2015-11-12,0.874,0.0
2015-11-13,0.865,-1.0297
2015-11-16,0.874,1.0405
2015-11-17,0.864,-1.1442
2015-11-18,0.857,-0.8102
2015-11-19,0.868,1.2835
2015-11-20,0.874,0.6912
2015-11-23,0.877,0.3432
2015-11-24,0.881,0.4561
2015-11-25,0.888,0.7946
2015-11-26,0.885,-0.3378
2015-11-27,0.849,-4.0678
2015-11-30,0.851,0.2356
2015-12-01,0.851,0.0
2015-12-02,0.846,-0.5875
2015-12-03,0.859,1.5366
2015-12-04,0.861,0.2328
2015-12-07,0.871,1.1614
2015-12-08,0.864,-0.8037
2015-12-09,0.862,-0.2315
2015-12-10,0.864,0.232
2015-12-11,0.859,-0.5787
2015-12-14,0.875,1.8626
2015-12-15,0.881,0.6857
2015-12-16,0.886,0.5675
2015-12-17,0.901,1.693
2015-12-18,0.899,-0.222
2015-12-21,0.911,1.3348
2015-12-22,0.927,1.7563
2015-12-23,0.925,-0.2157
2015-12-24,0.921,-0.4324
2015-12-25,0.922,0.1086
2015-12-28,0.901,-2.2777
2015-12-29,0.913,1.3319
2015-12-30,0.922,0.9858
2015-12-31,0.91,-1.3015
2016-01-04,0.848,-6.8132
2016-01-05,0.837,-1.2972
2016-01-06,0.862,2.9869
2016-01-07,0.795,-7.7726
2016-01-08,0.8,0.6289
2016-01-11,0.75,-6.25
2016-01-12,0.743,-0.9333
2016-01-13,0.714,-3.9031
2016-01-14,0.738,3.3613
2016-01-15,0.714,-3.252
2016-01-18,0.725,1.5406
2016-01-19,0.75,3.4483
2016-01-20,0.744,-0.8
2016-01-21,0.725,-2.5538
2016-01-22,0.731,0.8276
2016-01-25,0.734,0.4104
2016-01-26,0.694,-5.4496
2016-01-27,0.682,-1.7291
2016-01-28,0.66,-3.2258
2016-01-29,0.675,2.2727
2016-02-01,0.672,-0.4444
2016-02-02,0.687,2.2321
2016-02-03,0.689,0.2911
2016-02-04,0.7,1.5965
2016-02-05,0.698,-0.2857
2016-02-15,0.7,0.2865
2016-02-16,0.712,1.7143
2016-02-17,0.718,0.8427
2016-02-18,0.716,-0.2786
2016-02-19,0.72,0.5587
2016-02-22,0.725,0.6944
2016-02-23,0.722,-0.4138
2016-02-24,0.721,-0.1385
2016-02-25,0.695,-3.6061
2016-02-26,0.696,0.1439
2016-02-29,0.678,-2.5862
2016-03-01,0.685,1.0324
2016-03-02,0.698,1.8978
2016-03-03,0.697,-0.1433
2016-03-04,0.684,-1.8651
2016-03-07,0.686,0.2924
2016-03-08,0.685,-0.1458
2016-03-09,0.678,-1.0219
2016-03-10,0.673,-0.7375
2016-03-11,0.673,0.0
2016-03-14,0.685,1.7831
2016-03-15,0.684,-0.146
2016-03-16,0.682,-0.2924
2016-03-17,0.696,2.0528
2016-03-18,0.713,2.4425
2016-03-21,0.723,1.4025
2016-03-22,0.725,0.2766
2016-03-23,0.729,0.5517
2016-03-24,0.723,-0.823
2016-03-25,0.728,0.6916
2016-03-28,0.721,-0.9615
2016-03-29,0.713,-1.1096
2016-03-30,0.729,2.244
2016-03-31,0.731,0.2743
2016-04-01,0.727,-0.5472
2016-04-05,0.736,1.238
2016-04-06,0.737,0.1359
2016-04-07,0.726,-1.4925
2016-04-08,0.72,-0.8264
2016-04-11,0.733,1.8056
2016-04-12,0.73,-0.4093
2016-04-13,0.737,0.9589
2016-04-14,0.744,0.9498
2016-04-15,0.744,0.0
2016-04-18,0.739,-0.672
2016-04-19,0.742,0.406
2016-04-20,0.715,-3.6388
2016-04-21,0.711,-0.5594
2016-04-22,0.725,1.9691
2016-04-25,0.716,-1.2414
2016-04-26,0.72,0.5587
2016-04-27,0.72,0.0
2016-04-28,0.715,-0.6944
2016-04-29,0.716,0.1399
2016-05-03,0.736,2.7933
2016-05-04,0.736,0.0
2016-05-05,0.737,0.1359
2016-05-06,0.717,-2.7137
2016-05-09,0.697,-2.7894
2016-05-10,0.702,0.7174
2016-05-11,0.704,0.2849
2016-05-12,0.708,0.5682
2016-05-13,0.706,-0.2825
2016-05-16,0.713,0.9915
2016-05-17,0.712,-0.1403
2016-05-18,0.701,-1.5449
2016-05-19,0.703,0.2853
2016-05-20,0.709,0.8535
2016-05-23,0.716,0.9873
2016-05-24,0.708,-1.1173
2016-05-25,0.707,-0.1412
2016-05-26,0.713,0.8487
2016-05-27,0.711,-0.2805
2016-05-30,0.71,-0.1406
2016-05-31,0.729,2.6761
2016-06-01,0.734,0.6859
