净值日期,单位净值,日增长率
2010-08-18,1.0,0
2010-08-19,1.0,0.0
2010-08-26,1.0,0.0
2010-08-27,1.0,0.0
2010-09-03,0.999,-0.1
2010-09-10,0.998,-0.1001
2010-09-17,0.997,-0.1002
2010-09-21,0.999,0.2006
2010-09-27,1.014,1.5015
2010-09-28,1.012,-0.1972
2010-09-29,1.016,0.3953
2010-09-30,1.025,0.8858
2010-10-08,1.032,0.6829
2010-10-11,1.039,0.6783
2010-10-12,1.035,-0.385
2010-10-13,1.043,0.7729
2010-10-14,1.057,1.3423
2010-10-15,1.051,-0.5676
2010-10-18,1.04,-1.0466
2010-10-19,1.037,-0.2885
2010-10-20,1.038,0.0964
2010-10-21,1.034,-0.3854
2010-10-22,1.032,-0.1934
2010-10-25,1.045,1.2597
2010-10-26,1.038,-0.6699
2010-10-27,1.03,-0.7707
2010-10-28,1.033,0.2913
2010-10-29,1.032,-0.0968
2010-11-01,1.05,1.7442
2010-11-02,1.055,0.4762
2010-11-03,1.062,0.6635
2010-11-04,1.068,0.565
2010-11-05,1.077,0.8427
2010-11-08,1.082,0.4643
2010-11-09,1.079,-0.2773
2010-11-10,1.072,-0.6487
2010-11-11,1.07,-0.1866
2010-11-12,1.041,-2.7103
2010-11-15,1.037,-0.3842
2010-11-16,1.02,-1.6393
2010-11-17,0.995,-2.451
2010-11-18,1.025,3.0151
2010-11-19,1.031,0.5854
2010-11-22,1.034,0.291
2010-11-23,1.012,-2.1277
2010-11-24,1.021,0.8893
2010-11-25,1.025,0.3918
2010-11-26,1.011,-1.3659
2010-11-29,1.015,0.3956
2010-11-30,1.012,-0.2956
2010-12-01,1.019,0.6917
2010-12-02,1.036,1.6683
2010-12-03,1.042,0.5792
2010-12-06,1.045,0.2879
2010-12-07,1.055,0.9569
2010-12-08,1.041,-1.327
2010-12-09,1.04,-0.0961
2010-12-10,1.034,-0.5769
2010-12-13,1.038,0.3868
2010-12-14,1.048,0.9634
2010-12-15,1.039,-0.8588
2010-12-16,1.025,-1.3474
2010-12-17,1.029,0.3902
2010-12-20,1.022,-0.6803
2010-12-21,1.027,0.4892
2010-12-22,1.032,0.4869
2010-12-23,1.025,-0.6783
2010-12-24,1.018,-0.6829
2010-12-27,1.014,-0.3929
2010-12-28,1.009,-0.4931
2010-12-29,1.02,1.0902
2010-12-30,1.026,0.5882
2010-12-31,1.031,0.4873
