净值日期,单位净值,日增长率
2015-03-30,1.0,0.0
2015-04-03,1.003,0.0
2015-04-10,0.991,0.0
2015-04-13,1.006,1.5136
2015-04-14,1.004,-0.1988
2015-04-15,0.968,-3.5857
2015-04-16,0.98,1.2397
2015-04-17,0.989,0.9184
2015-04-20,0.967,-2.2245
2015-04-21,0.997,3.1024
2015-04-22,1.022,2.5075
2015-04-23,1.049,2.6419
2015-04-24,1.045,-0.3813
2015-04-27,1.047,0.1914
2015-04-28,1.01,-3.5339
2015-04-29,1.037,2.6733
2015-04-30,1.036,-0.0964
2015-05-04,1.053,1.6409
2015-05-05,1.018,-3.3238
2015-05-06,1.008,-0.9823
2015-05-07,0.984,-2.381
2015-05-08,1.015,3.1504
2015-05-11,1.058,4.2365
2015-05-12,1.078,1.8904
2015-05-13,1.086,0.7421
2015-05-14,1.095,0.8287
2015-05-15,1.09,-0.4566
2015-05-18,1.107,1.5596
2015-05-19,1.134,2.439
2015-05-20,1.159,2.2046
2015-05-21,1.197,3.2787
2015-05-22,1.209,1.0025
2015-05-25,1.24,2.5641
2015-05-26,1.283,3.4677
2015-05-27,1.296,1.0133
2015-05-28,1.226,-5.4012
2015-05-29,1.245,1.5498
2015-06-01,1.307,4.9799
2015-06-02,1.359,3.9786
2015-06-03,1.368,0.6623
2015-06-04,1.372,0.2924
2015-06-05,1.387,1.0933
2015-06-08,1.353,-2.4513
2015-06-09,1.354,0.0739
2015-06-10,1.374,1.4771
2015-06-11,1.394,1.4556
2015-06-12,1.421,1.9369
2015-06-15,1.412,-0.6334
2015-06-16,1.359,-3.7535
2015-06-17,1.374,1.1038
2015-06-18,1.331,-3.1295
2015-06-19,1.245,-6.4613
2015-06-23,1.252,0.5622
2015-06-24,1.278,2.0767
2015-06-25,1.221,-4.4601
2015-06-26,1.114,-8.7633
2015-06-29,1.036,-7.0018
2015-06-30,1.093,5.5019
2015-07-01,1.034,-5.398
2015-07-02,0.97,-6.1896
2015-07-03,0.921,-5.0515
2015-07-06,0.902,-2.063
2015-07-07,0.851,-5.6541
2015-07-08,0.824,-3.1727
2015-07-09,0.858,4.1262
2015-07-10,0.897,4.5455
2015-07-13,0.942,5.0167
2015-07-14,0.952,1.0616
2015-07-15,0.899,-5.5672
2015-07-16,0.914,1.6685
2015-07-17,0.958,4.814
2015-07-20,0.968,1.0438
2015-07-21,0.984,1.6529
2015-07-22,0.993,0.9146
2015-07-23,1.017,2.4169
2015-07-24,1.009,-0.7866
2015-07-27,0.944,-6.442
2015-07-28,0.918,-2.7542
2015-07-29,0.96,4.5752
2015-07-30,0.937,-2.3958
2015-07-31,0.933,-0.4269
2015-08-03,0.908,-2.6795
2015-08-04,0.957,5.3965
2015-08-05,0.959,0.209
2015-08-06,0.997,3.9625
2015-08-07,1.022,2.5075
2015-08-10,1.055,3.229
2015-08-11,1.052,-0.2844
2015-08-12,1.027,-2.3764
2015-08-13,1.054,2.629
2015-08-14,1.052,-0.1898
2015-08-17,1.061,0.8555
2015-08-18,0.993,-6.409
2015-08-19,1.017,2.4169
2015-08-20,0.986,-3.0482
2015-08-21,0.931,-5.5781
2015-08-24,0.862,-7.4114
2015-08-25,0.787,-8.7007
2015-08-26,0.763,-3.0496
2015-08-27,0.787,3.1455
2015-08-28,0.829,5.3367
2015-08-31,0.814,-1.8094
2015-09-01,0.77,-5.4054
2015-09-02,0.753,-2.2078
2015-09-07,0.758,0.664
2015-09-08,0.791,4.3536
2015-09-09,0.826,4.4248
2015-09-10,0.806,-2.4213
2015-09-11,0.812,0.7444
2015-09-14,0.756,-6.8966
2015-09-15,0.712,-5.8201
2015-09-16,0.753,5.7584
2015-09-17,0.748,-0.664
2015-09-18,0.762,1.8717
2015-09-21,0.789,3.5433
2015-09-22,0.794,0.6337
2015-09-23,0.802,1.0076
2015-09-24,0.802,0.0
2015-09-25,0.778,-2.9925
2015-09-28,0.794,2.0566
2015-09-29,0.784,-1.2594
2015-09-30,0.786,0.2551
2015-10-08,0.81,3.0534
2015-10-09,0.828,2.2222
2015-10-12,0.854,3.1401
2015-10-13,0.873,2.2248
2015-10-14,0.863,-1.1455
2015-10-15,0.889,3.0127
2015-10-16,0.898,1.0124
2015-10-19,0.919,2.3385
2015-10-20,0.926,0.7617
2015-10-21,0.862,-6.9114
2015-10-22,0.895,3.8283
2015-10-23,0.927,3.5754
2015-10-26,0.948,2.2654
2015-10-27,0.951,0.3165
2015-10-28,0.936,-1.5773
2015-10-29,0.941,0.5342
2015-10-30,0.944,0.3188
2015-11-02,0.92,-2.5424
2015-11-03,0.92,0.0
2015-11-04,0.975,5.9783
2015-11-05,0.969,-0.6154
2015-11-06,0.99,2.1672
2015-11-09,1.01,2.0202
2015-11-10,1.028,1.7822
2015-11-11,1.044,1.5564
2015-11-12,1.06,1.5326
2015-11-13,1.063,0.283
2015-11-16,1.076,1.223
2015-11-17,1.051,-2.3234
2015-11-18,1.021,-2.8544
2015-11-19,1.062,4.0157
2015-11-20,1.067,0.4708
2015-11-23,1.044,-2.1556
2015-11-24,1.055,1.0536
2015-11-25,1.073,1.7062
2015-11-26,1.065,-0.7456
2015-11-27,0.997,-6.385
2015-11-30,1.016,1.9057
2015-12-01,1.003,-1.2795
2015-12-02,1.001,-0.1994
2015-12-03,1.024,2.2977
2015-12-04,1.014,-0.9766
2015-12-07,1.03,1.5779
2015-12-08,1.011,-1.8447
2015-12-09,1.038,2.6706
