净值日期,单位净值,日增长率
2020-07-22,1.0,0.0
2020-07-24,0.9912,0.0
2020-07-31,1.0065,0.0
2020-08-07,1.0036,0.0
2020-08-14,1.0005,0.0
2020-08-21,1.0018,0.0
2020-08-28,1.0281,0.0
2020-09-04,1.0174,0.0
2020-09-11,0.9968,0.0
2020-09-18,1.013,0.0
2020-09-25,0.9906,0.0
2020-09-30,0.998,0.0
2020-10-09,1.0127,1.47
2020-10-12,1.0388,2.58
2020-10-13,1.0449,0.59
2020-10-14,1.0432,-0.16
2020-10-15,1.0432,0.0
2020-10-16,1.0396,-0.35
2020-10-19,1.0324,-0.69
2020-10-20,1.0415,0.88
2020-10-21,1.0384,-0.3
2020-10-22,1.035,-0.33
2020-10-23,1.022,-1.26
2020-10-26,1.0177,-0.42
2020-10-27,1.0228,0.5
2020-10-28,1.0337,1.07
2020-10-29,1.0404,0.65
2020-10-30,1.0292,-1.08
2020-11-02,1.0388,0.93
2020-11-03,1.0451,0.61
2020-11-04,1.0563,1.07
2020-11-05,1.0653,0.85
2020-11-06,1.0614,-0.37
2020-11-09,1.075,1.28
2020-11-10,1.0728,-0.2
2020-11-11,1.0648,-0.75
2020-11-12,1.0668,0.19
2020-11-13,1.0564,-0.97
2020-11-16,1.0635,0.67
2020-11-17,1.0588,-0.44
2020-11-18,1.0501,-0.82
2020-11-19,1.0595,0.9
2020-11-20,1.0631,0.34
2020-11-23,1.0708,0.72
2020-11-24,1.0623,-0.79
2020-11-25,1.0455,-1.58
2020-11-26,1.0484,0.28
2020-11-27,1.0576,0.88
2020-11-30,1.0502,-0.7
2020-12-01,1.0701,1.89
2020-12-02,1.0685,-0.15
2020-12-03,1.0691,0.06
2020-12-04,1.0765,0.69
2020-12-07,1.0739,-0.24
2020-12-08,1.0736,-0.03
2020-12-09,1.0654,-0.76
2020-12-10,1.0687,0.31
2020-12-11,1.0609,-0.73
2020-12-14,1.0726,1.1
2020-12-15,1.0751,0.23
2020-12-16,1.0797,0.43
2020-12-17,1.0894,0.9
2020-12-18,1.0829,-0.6
2020-12-21,1.0936,0.99
2020-12-22,1.0821,-1.05
2020-12-23,1.0894,0.67
2020-12-24,1.0902,0.07
2020-12-25,1.1006,0.95
2020-12-28,1.105,0.4
2020-12-29,1.1025,-0.23
2020-12-30,1.1186,1.46
2020-12-31,1.138,1.73
2021-01-04,1.1491,0.98
2021-01-05,1.1682,1.66
2021-01-06,1.1795,0.97
2021-01-07,1.2065,2.29
2021-01-08,1.198,-0.7
2021-01-11,1.1922,-0.48
2021-01-12,1.2237,2.64
2021-01-13,1.211,-1.04
2021-01-14,1.1858,-2.08
2021-01-15,1.1861,0.03
2021-01-18,1.1975,0.96
2021-01-19,1.1805,-1.42
2021-01-20,1.1943,1.17
2021-01-21,1.2133,1.59
2021-01-22,1.2244,0.91
2021-01-25,1.2425,1.48
2021-01-26,1.2102,-2.6
2021-01-27,1.2149,0.39
2021-01-28,1.1808,-2.81
2021-01-29,1.181,0.02
2021-02-01,1.2016,1.74
2021-02-02,1.2212,1.63
2021-02-03,1.2225,0.11
2021-02-04,1.2287,0.51
2021-02-05,1.2301,0.11
2021-02-08,1.2618,2.58
2021-02-09,1.2891,2.16
2021-02-10,1.3219,2.54
2021-02-18,1.2972,-1.87
2021-02-19,1.2826,-1.13
2021-02-22,1.2214,-4.77
2021-02-23,1.2174,-0.33
2021-02-24,1.1767,-3.34
2021-02-25,1.1775,0.07
2021-02-26,1.1477,-2.53
2021-03-01,1.1687,1.83
2021-03-02,1.1514,-1.48
2021-03-03,1.1692,1.55
2021-03-04,1.1238,-3.88
