净值日期,累计净值
2011-02-10,1.0
2011-02-11,1.0
2011-02-18,1.0004
2011-02-25,1.0019
2011-03-04,1.002
2011-03-11,1.0038
2011-03-18,1.0038
2011-03-25,1.007
2011-04-01,0.9949
2011-04-08,1.0019
2011-04-15,0.9976
2011-04-22,1.0093
2011-04-28,0.9735
2011-04-29,0.9826
2011-05-03,0.9906
2011-05-04,0.9759
2011-05-05,0.9754
2011-05-06,0.9802
2011-05-09,0.9883
2011-05-10,0.9896
2011-05-11,0.9905
2011-05-12,0.9784
2011-05-13,0.9787
2011-05-16,0.9762
2011-05-17,0.9787
2011-05-18,0.9792
2011-05-19,0.9784
2011-05-20,0.9756
2011-05-23,0.9502
2011-05-24,0.9474
2011-05-25,0.9347
2011-05-26,0.9225
2011-05-27,0.9051
2011-05-30,0.9027
2011-05-31,0.919
2011-06-01,0.9296
2011-06-02,0.9206
2011-06-03,0.9381
2011-06-07,0.9417
2011-06-08,0.9454
2011-06-09,0.9269
2011-06-10,0.928
2011-06-13,0.928
2011-06-14,0.941
2011-06-15,0.9329
2011-06-16,0.9199
2011-06-17,0.9105
2011-06-20,0.9023
2011-06-21,0.9142
2011-06-22,0.9147
2011-06-23,0.9355
2011-06-24,0.9568
2011-06-27,0.9671
2011-06-28,0.9728
2011-06-29,0.9639
2011-06-30,0.9793
2011-07-01,0.9849
2011-07-04,1.0078
2011-07-05,1.0127
2011-07-06,1.0188
2011-07-07,1.0175
2011-07-08,1.0149
2011-07-11,1.0281
2011-07-12,1.0179
2011-07-13,1.0333
2011-07-14,1.0406
2011-07-15,1.0442
2011-07-18,1.0437
2011-07-19,1.0306
2011-07-20,1.0336
2011-07-21,1.0213
2011-07-22,1.0252
2011-07-25,0.9953
2011-07-26,1.0009
2011-07-27,1.0204
2011-07-28,1.0226
2011-07-29,1.0157
2011-08-01,1.0152
2011-08-02,1.0125
2011-08-03,1.0192
2011-08-04,1.0204
2011-08-05,1.0143
2011-08-08,0.9878
2011-08-09,0.9897
2011-08-10,1.0034
2011-08-11,1.0197
2011-08-12,1.0271
2011-08-15,1.0373
2011-08-16,1.0299
2011-08-17,1.0278
2011-08-18,1.0116
2011-08-19,1.01
2011-08-22,0.9993
2011-08-23,1.0121
2011-08-24,1.0172
2011-08-25,1.0283
2011-08-26,1.0274
2011-08-29,1.0221
2011-08-30,1.0111
2011-08-31,1.0062
2011-09-01,0.9993
2011-09-02,0.9905
2011-09-05,0.974
2011-09-06,0.9607
2011-09-07,0.9812
2011-09-08,0.9723
2011-09-09,0.963
2011-09-13,0.9477
2011-09-14,0.9556
2011-09-15,0.9597
2011-09-16,0.9611
2011-09-19,0.9467
2011-09-20,0.9491
2011-09-21,0.9786
2011-09-22,0.9537
2011-09-23,0.947
2011-09-26,0.9329
2011-09-27,0.9359
2011-09-28,0.9252
2011-09-29,0.9052
2011-09-30,0.9044
2011-10-10,0.8979
2011-10-11,0.8915
2011-10-12,0.9198
2011-10-13,0.9339
2011-10-14,0.9309
2011-10-17,0.9392
2011-10-18,0.9167
2011-10-19,0.9111
2011-10-20,0.8861
2011-10-21,0.872
2011-10-24,0.8845
2011-10-25,0.9077
2011-10-26,0.9203
2011-10-27,0.9184
2011-10-28,0.9351
2011-10-31,0.9431
2011-11-01,0.9428
2011-11-02,0.9591
2011-11-03,0.9613
2011-11-04,0.9641
2011-11-07,0.9566
2011-11-08,0.9463
2011-11-09,0.9594
2011-11-10,0.9525
2011-11-11,0.9491
2011-11-14,0.9688
2011-11-15,0.9694
2011-11-16,0.9468
2011-11-17,0.95
2011-11-18,0.9298
2011-11-21,0.9275
2011-11-22,0.9288
2011-11-23,0.9269
2011-11-24,0.9295
2011-11-25,0.9262
2011-11-28,0.9247
2011-11-29,0.9347
2011-11-30,0.9077
2011-12-01,0.9212
2011-12-02,0.9058
2011-12-05,0.8804
2011-12-06,0.8846
2011-12-07,0.8864
2011-12-08,0.8857
2011-12-09,0.8783
2011-12-12,0.8694
2011-12-13,0.8482
2011-12-14,0.8365
2011-12-15,0.8286
2011-12-16,0.8508
2011-12-19,0.8488
2011-12-20,0.8452
2011-12-21,0.8293
2011-12-22,0.8254
2011-12-23,0.8331
2011-12-26,0.8256
2011-12-27,0.8053
2011-12-28,0.7997
2011-12-29,0.8058
2011-12-30,0.823
2011-12-31,0.823
2012-01-04,0.8035
2012-01-05,0.7747
2012-01-06,0.7736
2012-01-09,0.7988
2012-01-10,0.8284
2012-01-11,0.8278
2012-01-12,0.8249
2012-01-13,0.7977
2012-01-16,0.7714
2012-01-17,0.807
2012-01-18,0.7857
2012-01-19,0.7969
2012-01-20,0.8101
2012-01-30,0.8078
2012-01-31,0.8089
2012-02-01,0.8072
2012-02-02,0.8201
2012-02-03,0.8287
2012-02-06,0.836
2012-02-07,0.826
2012-02-08,0.8411
2012-02-09,0.8439
2012-02-10,0.8478
2012-02-13,0.8572
2012-02-14,0.8553
2012-02-15,0.8614
2012-02-16,0.8592
2012-02-17,0.8589
2012-02-20,0.8638
2012-02-21,0.8747
2012-02-22,0.8936
2012-02-23,0.898
2012-02-24,0.9059
2012-02-27,0.9095
2012-02-28,0.9049
2012-02-29,0.8985
2012-03-01,0.9045
2012-03-02,0.9171
2012-03-05,0.9178
2012-03-06,0.9127
2012-03-07,0.9096
2012-03-08,0.9199
2012-03-09,0.9324
2012-03-12,0.9368
2012-03-13,0.9429
2012-03-14,0.9193
2012-03-15,0.9197
2012-03-16,0.9376
2012-03-19,0.9426
2012-03-20,0.9268
2012-03-21,0.9229
2012-03-22,0.9228
2012-03-23,0.9102
2012-03-26,0.9136
2012-03-27,0.908
2012-03-28,0.8839
2012-03-29,0.8797
2012-03-30,0.8806
2012-03-31,0.8806
2012-04-05,0.9058
2012-04-06,0.9087
2012-04-09,0.9026
2012-04-10,0.9115
2012-04-11,0.9107
2012-04-12,0.9221
2012-04-13,0.9241
2012-04-16,0.9243
2012-04-17,0.9138
2012-04-18,0.9285
2012-04-19,0.9238
2012-04-20,0.9266
2012-04-23,0.9117
2012-04-24,0.908
2012-04-25,0.9101
2012-04-26,0.9087
2012-04-27,0.9134
2012-05-02,0.9225
2012-05-03,0.9267
2012-05-04,0.9354
2012-05-07,0.9442
2012-05-08,0.9382
2012-05-09,0.9305
2012-05-10,0.9319
2012-05-11,0.9269
2012-05-14,0.9251
2012-05-15,0.929
2012-05-16,0.9223
2012-05-17,0.9272
2012-05-18,0.919
2012-05-21,0.9228
2012-05-22,0.9381
2012-05-23,0.9445
2012-05-24,0.9413
2012-05-25,0.9307
2012-05-28,0.9438
2012-05-29,0.9532
2012-05-30,0.9547
2012-05-31,0.9588
2012-06-01,0.9608
2012-06-04,0.9438
2012-06-05,0.9406
2012-06-06,0.9411
2012-06-07,0.9395
2012-06-08,0.9373
2012-06-11,0.9528
2012-06-12,0.9522
2012-06-13,0.9701
2012-06-14,0.9699
2012-06-15,0.9681
2012-06-18,0.9781
2012-06-19,0.9699
2012-06-20,0.9675
2012-06-21,0.9575
2012-06-25,0.9422
2012-06-26,0.9385
2012-06-27,0.9476
2012-06-28,0.9428
2012-06-29,0.9583
2012-06-30,0.9583
2012-07-02,0.9724
2012-07-03,0.9778
2012-07-04,0.9699
2012-07-05,0.9577
2012-07-06,0.9802
2012-07-09,0.9668
2012-07-10,0.9568
2012-07-11,0.9685
2012-07-12,0.9788
2012-07-13,0.9763
2012-07-16,0.9549
2012-07-17,0.9566
2012-07-18,0.96
2012-07-19,0.9651
2012-07-20,0.9566
2012-07-23,0.9485
2012-07-24,0.9552
2012-07-25,0.9545
2012-07-26,0.9503
2012-07-27,0.9492
2012-07-30,0.9412
2012-07-31,0.9312
2012-08-01,0.9455
2012-08-02,0.9432
2012-08-03,0.9592
2012-08-06,0.9795
2012-08-07,0.9841
2012-08-08,0.9785
2012-08-09,0.9981
2012-08-10,0.9911
2012-08-13,0.9749
2012-08-14,0.9799
2012-08-15,0.9707
2012-08-16,0.961
2012-08-17,0.9559
2012-08-20,0.9591
2012-08-21,0.9714
2012-08-22,0.9683
2012-08-23,0.9677
2012-08-24,0.9543
2012-08-27,0.942
2012-08-28,0.943
2012-08-29,0.9381
2012-08-30,0.9264
2012-08-31,0.9288
2012-09-03,0.9451
2012-09-04,0.9396
2012-09-05,0.9402
2012-09-06,0.9447
2012-09-07,0.969
2012-09-10,0.9738
2012-09-11,0.9704
2012-09-12,0.9747
2012-09-13,0.9658
2012-09-14,0.9672
2012-09-17,0.9508
2012-09-18,0.9481
2012-09-19,0.9498
2012-09-20,0.933
2012-09-21,0.9303
2012-09-24,0.9355
2012-09-25,0.9354
2012-09-26,0.9222
2012-09-27,0.9397
2012-09-28,0.9536
2012-09-30,0.9535
2012-10-08,0.9483
2012-10-09,0.965
2012-10-10,0.9702
2012-10-11,0.96
2012-10-12,0.9598
2012-10-15,0.9578
2012-10-16,0.9634
2012-10-17,0.9652
2012-10-18,0.9765
2012-10-19,0.9758
2012-10-22,0.9785
2012-10-23,0.9626
2012-10-24,0.9574
