,基金代码,拼音缩写,基金简称,基金类型,拼音全称
2505,003322,YFDYYALMYH,易方达原油A类美元汇,QDII,YIFANGDAYUANYOUALEIMEIYUANHUI
2506,003323,YFDYYCLMYH,易方达原油C类美元汇,QDII,YIFANGDAYUANYOUCLEIMEIYUANHUI
2507,003324,DFYX18GYDKZA,东方永兴18个月定开债A,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIA
2508,003325,DFYX18GYDKZC,东方永兴18个月定开债C,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIC
2509,003327,WJXJCZA,万家鑫璟纯债A,债券型,WANJIAXINJINGCHUNZHAIA
2510,003328,WJXJCZC,万家鑫璟纯债C,债券型,WANJIAXINJINGCHUNZHAIC
2511,003329,WJXACZZQA,万家鑫安纯债债券A,债券型,WANJIAXINANCHUNZHAIZHAIQUANA
2512,003330,WJXACZZQC,万家鑫安纯债债券C,债券型,WANJIAXINANCHUNZHAIZHAIQUANC
2513,003331,BSLZDKHH,博时乐臻定开混合,混合型,BOSHILEZHENDINGKAIHUNHE
2514,003332,NFRFHH,南方荣发混合,混合型,NANFANGRONGFAHUNHE
2515,003333,TXZXCZHH,泰信智选成长混合,混合型,TAIXINZHIXUANCHENGZHANGHUNHE
2516,003334,ZRRXSYA,中融融信双盈A,债券型,ZHONGRONGRONGXINSHUANGYINGA
2517,003335,ZRRXSYC,中融融信双盈C,债券型,ZHONGRONGRONGXINSHUANGYINGC
2518,003336,CJSYZQZQ,长江收益增强债券,债券型,CHANGJIANGSHOUYIZENGQIANGZHAIQUAN
2519,003337,NFYYDKZQFQSA,南方颐元定开债券发起式A,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIA
2520,003338,NFYYDKZQFQSC,南方颐元定开债券发起式C,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIC
2521,003341,GYRY18GYDKZ,工银瑞盈18个月定开债,定开债券,GONGYINRUIYING18GEYUEDINGKAIZHAI
2522,003343,PHHHLHPZHHA,鹏华弘惠灵活配置混合A,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEA
2523,003344,PHHHLHPZHHC,鹏华弘惠灵活配置混合C,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEC
2524,003345,AXXCZHHA,安信新成长混合A,混合型,ANXINXINCHENGZHANGHUNHEA
2525,003346,AXXCZHHC,安信新成长混合C,混合型,ANXINXINCHENGZHANGHUNHEC
2526,003349,CXWYCZ,长信稳益纯债,债券型,CHANGXINWENYICHUNZHAI
2527,003357,JSWXCZZQC,嘉实稳祥纯债债券C,债券型,JIASHIWENXIANGCHUNZHAIZHAIQUANC
2528,003358,YFDZZ710NGKZA,易方达中债7-10年国开债A,债券指数,YIFANGDAZHONGZHAI710NIANGUOKAIZHAIA
2529,003359,DC360HLWDSJ100C,大成360互联网+大数据100C,股票指数,DACHENG360HULIANWANGDASHUJU100C
2530,003360,QHKYRHZQA,前海开源瑞和债券A,债券型,QIANHAIKAIYUANRUIHEZHAIQUANA
2531,003361,QHKYRHZQC,前海开源瑞和债券C,债券型,QIANHAIKAIYUANRUIHEZHAIQUANC
2532,003363,CJLXHBA,长江乐享货币A,货币型,CHANGJIANGLEXIANGHUOBIA
2533,003364,CJLXHBB,长江乐享货币B,货币型,CHANGJIANGLEXIANGHUOBIB
2534,003365,CJLXHBC,长江乐享货币C,货币型,CHANGJIANGLEXIANGHUOBIC
2535,003366,ZSHJZZZXCZZS,浙商汇金中证转型成长指数,股票指数,ZHESHANGHUIJINZHONGZHENGZHUANXINGCHENGZHANGZHISHU
2536,003373,DCJLLHPZHHA,大成景禄灵活配置混合A,混合型,DACHENGJINGLULINGHUOPEIZHIHUNHEA
2537,003374,DCJLLHPZHHC,大成景禄灵活配置混合C,混合型,DACHENGJINGLULINGHUOPEIZHIHUNHEC
2538,003376,GFZZ710NGKZZSA,广发中债7-10年国开债指数A,债券指数,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUA
2539,003377,GFZZ710NGKZZSC,广发中债7-10年国开债指数C,债券指数,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUC
2540,003378,TKCLYXHH,泰康策略优选混合,混合型,TAIKANGCELUEYOUXUANHUNHE
2541,003379,XCZXHHA,信诚至选混合A,混合型,XINCHENGZHIXUANHUNHEA
2542,003380,XCZXHHC,信诚至选混合C,混合型,XINCHENGZHIXUANHUNHEC
2543,003382,MSJYXXZQA,民生加银鑫享债券A,债券型,MINSHENGJIAYINXINXIANGZHAIQUANA
2544,003383,MSJYXXZQC,民生加银鑫享债券C,债券型,MINSHENGJIAYINXINXIANGZHAIQUANC
2545,003384,JYTYCZZQA,金鹰添盈纯债债券A,债券型,JINYINGTIANYINGCHUNZHAIZHAIQUANA
2546,003385,GYQQMYZARMB,工银全球美元债A人民币,QDII,GONGYINQUANQIUMEIYUANZHAIARENMINBI
2547,003386,GYQQMYZAMYXH,工银全球美元债A美元现汇,QDII,GONGYINQUANQIUMEIYUANZHAIAMEIYUANXIANHUI
2548,003387,GYQQMYZC,工银全球美元债C,QDII,GONGYINQUANQIUMEIYUANZHAIC
2549,003388,ZSZYBHBA,招商招益宝货币A,货币型,ZHAOSHANGZHAOYIBAOHUOBIA
2550,003389,ZSZYBHBB,招商招益宝货币B,货币型,ZHAOSHANGZHAOYIBAOHUOBIB
2551,003390,JXYNDK,江信一年定开,定开债券,JIANGXINYINIANDINGKAI
2552,003391,JXTTYHBA,建信天添益货币A,货币型,JIANXINTIANTIANYIHUOBIA
2553,003392,JXTTYHBB,建信天添益货币B,货币型,JIANXINTIANTIANYIHUOBIB
2554,003393,JXTTYHBC,建信天添益货币C,货币型,JIANXINTIANTIANYIHUOBIC
2555,003394,JXHAYNDKZ,建信恒安一年定开债,定开债券,JIANXINHENGANYINIANDINGKAIZHAI
2556,003395,AXZXCZ,安信尊享纯债,债券型,ANXINZUNXIANGCHUNZHAI
2557,003396,DFHYXHLHH,东方红优享红利混合,混合型,DONGFANGHONGYOUXIANGHONGLIHUNHE
2558,003397,YHTYWHLHPZHH,银华体育文化灵活配置混合,混合型,YINHUATIYUWENHUALINGHUOPEIZHIHUNHE
2559,003398,TPRRJHBA,太平日日金货币A,货币型,TAIPINGRIRIJINHUOBIA
2560,003399,TPRRJHBB,太平日日金货币B,货币型,TAIPINGRIRIJINHUOBIB
2561,003400,JXHRYNDKZ,建信恒瑞一年定开债,定开债券,JIANXINHENGRUIYINIANDINGKAIZHAI
2562,003401,GYKZZZQ,工银可转债债券,债券型,GONGYINKEZHUANZHAIZHAIQUAN
2563,003402,AXHQBHBA,安信活期宝货币A,货币型,ANXINHUOQIBAOHUOBIA
2564,003403,HSRFDZA,华商瑞丰短债A,债券型,HUASHANGRUIFENGDUANZHAIA
2565,003406,NFDYDKZQ,南方多元定开债券,定开债券,NANFANGDUOYUANDINGKAIZHAIQUAN
2566,003407,JSCCJTFLCZA,景顺长城景泰丰利纯债A,债券型,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIA
2567,003408,JSCCJTFLCZC,景顺长城景泰丰利纯债C,债券型,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIC
2568,003411,PHHKLHPZHHA,鹏华弘康灵活配置混合A,混合型,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEA
2569,003412,PHHKLHPZHHC,鹏华弘康灵活配置混合C,混合型,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEC
2570,003413,HTBRXJJHGSHH,华泰柏瑞新经济沪港深混合,混合型,HUATAIBAIRUIXINJINGJIHUGANGSHENHUNHE
2571,003416,ZSCJDSJGPA,招商财经大数据股票A,股票型,ZHAOSHANGCAIJINGDASHUJUGUPIAOA
2572,003417,ZJFZCZZQ,中加丰泽纯债债券,债券型,ZHONGJIAFENGZECHUNZHAIZHAIQUAN
2573,003418,HRYDRXZQA,华润元大润鑫债券A,债券型,HUARUNYUANDARUNXINZHAIQUANA
2574,003419,ZOHAYNDQKFZQ,中欧弘安一年定期开放债券,定开债券,ZHONGOUHONGANYINIANDINGQIKAIFANGZHAIQUAN
2575,003422,GSABTLHBA,国寿安保添利货币A,货币型,GUOSHOUANBAOTIANLIHUOBIA
2576,003423,GSABTLHBB,国寿安保添利货币B,货币型,GUOSHOUANBAOTIANLIHUOBIB
2577,003424,JXHFCZ,江信洪福纯债,债券型,JIANGXINHONGFUCHUNZHAI
2578,003425,JXTFA,江信添福A,债券型,JIANGXINTIANFUA
2579,003426,JXTFC,江信添福C,债券型,JIANGXINTIANFUC
2580,003427,JXHYYNDKZ,建信恒远一年定开债,定开债券,JIANXINHENGYUANYINIANDINGKAIZHAI
