,基金代码,拼音缩写,基金简称,基金类型,拼音全称
7817,009614,SYZZ500ZSZQXC,上银中证500指数增强型C,股票指数,SHANGYINZHONGZHENG500ZHISHUZENGQIANGXINGC
7818,009615,NF02NGKZA,南方0-2年国开债A,债券指数,NANFANG02NIANGUOKAIZHAIA
7819,009616,NF02NGKZC,南方0-2年国开债C,债券指数,NANFANG02NIANGUOKAIZHAIC
7820,009617,DXXLZQC,东兴兴利债券C,债券型,DONGXINGXINGLIZHAIQUANC
7821,009618,JYQHHH,交银启汇混合,混合型,JIAOYINQIHUIHUNHE
7822,009619,BSNXXFZTHHA,博时女性消费主题混合A,混合型,BOSHINVXINGXIAOFEIZHUTIHUNHEA
7823,009620,BSNXXFZTHHC,博时女性消费主题混合C,混合型,BOSHINVXINGXIAOFEIZHUTIHUNHEC
7824,009621,ZOXYWJ6GYHHA,中欧心益稳健6个月混合A,混合型,ZHONGOUXINYIWENJIAN6GEYUEHUNHEA
7825,009622,ZOXYWJ6GYHHC,中欧心益稳健6个月混合C,混合型,ZHONGOUXINYIWENJIAN6GEYUEHUNHEC
7826,009623,CCCXQDHH,长城创新驱动混合,混合型,CHANGCHENGCHUANGXINQUDONGHUNHE
7827,009624,AXWJAEFDKHHC,安信稳健阿尔法定开混合C,混合型,ANXINWENJIANAERFADINGKAIHUNHEC
7828,009625,THZZ35NZJZ,天弘中债3-5年政金债,债券指数,TIANHONGZHONGZHAI35NIANZHENGJINZHAI
7829,009626,PYASYL2040SNCYHHFOF,浦银安盛养老2040三年持有混合(FOF),混合-FOF,PUYINANSHENGYANGLAO2040SANNIANCHIYOUHUNHEFOF
7830,009627,THRXSGYDKA,天弘睿新三个月定开A,混合型,TIANHONGRUIXINSANGEYUEDINGKAIA
7831,009628,THRXSGYDKC,天弘睿新三个月定开C,混合型,TIANHONGRUIXINSANGEYUEDINGKAIC
7832,009630,PYASESGZRTZHHA,浦银安盛ESG责任投资混合A,混合型,PUYINANSHENGESGZERENTOUZIHUNHEA
7833,009631,PYASESGZRTZHHC,浦银安盛ESG责任投资混合C,混合型,PUYINANSHENGESGZERENTOUZIHUNHEC
7834,009632,PYASPJ87GYDKZA,浦银安盛普嘉87个月定开债A,定开债券,PUYINANSHENGPUJIA87GEYUEDINGKAIZHAIA
7835,009633,PYASPJ87GYDKZC,浦银安盛普嘉87个月定开债C,定开债券,PUYINANSHENGPUJIA87GEYUEDINGKAIZHAIC
7836,009634,PHARLNCYQHHA,鹏华安睿两年持有期混合A,混合型,PENGHUAANRUILIANGNIANCHIYOUQIHUNHEA
7837,009635,PHARLNCYQHHC,鹏华安睿两年持有期混合C,混合型,PENGHUAANRUILIANGNIANCHIYOUQIHUNHEC
7838,009636,HTBRJQYXA,华泰柏瑞景气优选A,混合型,HUATAIBAIRUIJINGQIYOUXUANA
7839,009637,ZSXYTLZQLOFC,招商信用添利债券(LOF)C,债券型,ZHAOSHANGXINYONGTIANLIZHAIQUANLOFC
7840,009638,HTZJZZG12GYGDZFQA,华泰紫金周周购12个月滚动债发起A,债券型,HUATAIZIJINZHOUZHOUGOU12GEYUEGUNDONGZHAIFAQIA
7841,009639,HTZJZZG12GYGDZFQC,华泰紫金周周购12个月滚动债发起C,债券型,HUATAIZIJINZHOUZHOUGOU12GEYUEGUNDONGZHAIFAQIC
7842,009640,ZYZQYXHYLTHHA,中银证券优选行业龙头混合A,混合型,ZHONGYINZHENGQUANYOUXUANHANGYELONGTOUHUNHEA
7843,009641,ZYZQYXHYLTHHC,中银证券优选行业龙头混合C,混合型,ZHONGYINZHENGQUANYOUXUANHANGYELONGTOUHUNHEC
7844,009642,FGRLCZYNDKZFQS,富国荣利纯债一年定开债发起式,定开债券,FUGUORONGLICHUNZHAIYINIANDINGKAIZHAIFAQISHI
7845,009643,JSZXYNDQCZZQ,嘉实致信一年定期纯债债券,定开债券,JIASHIZHIXINYINIANDINGQICHUNZHAIZHAIQUAN
7846,009644,DFAEFYSCYHHA,东方阿尔法优势产业混合A,混合型,DONGFANGAERFAYOUSHICHANYEHUNHEA
7847,009645,DFAEFYSCYHHC,东方阿尔法优势产业混合C,混合型,DONGFANGAERFAYOUSHICHANYEHUNHEC
7848,009646,NFHXCZHHA,南方核心成长混合A,混合型,NANFANGHEXINCHENGZHANGHUNHEA
7849,009647,NFHXCZHHC,南方核心成长混合C,混合型,NANFANGHEXINCHENGZHANGHUNHEC
7850,009648,ZORDDQKFHHC,中欧睿达定期开放混合C,混合型,ZHONGOURUIDADINGQIKAIFANGHUNHEC
7851,009649,JSJXPHHHA,嘉实精选平衡混合A,混合型,JIASHIJINGXUANPINGHENGHUNHEA
7852,009650,JSJXPHHHC,嘉实精选平衡混合C,混合型,JIASHIJINGXUANPINGHENGHUNHEC
7853,009651,HFTCZZXHHA,海富通成长甄选混合A,混合型,HAIFUTONGCHENGZHANGZHENXUANHUNHEA
7854,009652,HFTCZZXHHC,海富通成长甄选混合C,混合型,HAIFUTONGCHENGZHANGZHENXUANHUNHEC
7855,009653,DCFXHBHHA,大成丰享回报混合A,混合型,DACHENGFENGXIANGHUIBAOHUNHEA
7856,009654,DCFXHBHHC,大成丰享回报混合C,混合型,DACHENGFENGXIANGHUIBAOHUNHEC
7857,009655,GYZYZDZA,工银尊益中短债A,债券型,GONGYINZUNYIZHONGDUANZHAIA
7858,009656,HAZZ15NGKHZA,华安中债1-5年国开行债A,债券指数,HUAANZHONGZHAI15NIANGUOKAIHANGZHAIA
7859,009657,HAZZ15NGKHZC,华安中债1-5年国开行债C,债券指数,HUAANZHONGZHAI15NIANGUOKAIHANGZHAIC
7860,009658,HFJXZXPDBDCLGPA,汇丰晋信中小盘低波动策略股票A,股票型,HUIFENGJINXINZHONGXIAOPANDIBODONGCELUEGUPIAOA
7861,009659,MSJYXDNYNDKHHA,民生加银新动能一年定开混合A,混合型,MINSHENGJIAYINXINDONGNENGYINIANDINGKAIHUNHEA
7862,009660,MSJYXDNYNDKHHC,民生加银新动能一年定开混合C,混合型,MINSHENGJIAYINXINDONGNENGYINIANDINGKAIHUNHEC
7863,009661,PAYJRXHHA,平安研究睿选混合A,混合型,PINGANYANJIURUIXUANHUNHEA
7864,009662,PAYJRXHHC,平安研究睿选混合C,混合型,PINGANYANJIURUIXUANHUNHEC
7865,009663,HTZJKC3NFBHHA,华泰紫金科创3年封闭混合A,混合型,HUATAIZIJINKECHUANG3NIANFENGBIHUNHEA
7866,009664,HTFYLJJCZYNCYHHA,汇添富医疗积极成长一年持有混合A,混合型,HUITIANFUYILIAOJIJICHENGZZHANGYINIANCHIYOUHUNHEA
7867,009665,HTFYLJJCZYNCYHHC,汇添富医疗积极成长一年持有混合C,混合型,HUITIANFUYILIAOJIJICHENGZHANGYINIANCHIYOUHUNHEC
7868,009666,XQHX88GYDKZQ,兴全恒祥88个月定开债券,定开债券,XINGQUANHENGXIANG88GEYUEDINGKAIZHAIQUAN
7869,009667,PHAQHHA,鹏华安庆混合A,混合型,PENGHUAANQINGHUNHEA
7870,009668,PHAQHHC,鹏华安庆混合C,混合型,PENGHUAANQINGHUNHEC
7871,009669,CXLHJZQDHHC,长信量化价值驱动混合C,混合型,CHANGXINLIANGHUAJIAZHIQUDONGHUNHEC
7872,009670,DFHYFCZZQ,东方红益丰纯债债券,债券型,DONGFANGHONGYIFENGCHUNZHAIZHAIQUAN
7873,009671,PAHZHHA,平安恒泽混合A,混合型,PINGANHENGZEHUNHEA
7874,009672,PAHZHHC,平安恒泽混合C,混合型,PINGANHENGZEHUNHEC
7875,009673,JHHK63GYDKZQA,嘉合慧康63个月定开债券A,定开债券,JIAHEHUIKANG63GEYUEDINGKAIZHAIQUANA
7876,009674,JHHK63GYDKZQC,嘉合慧康63个月定开债券C,定开债券,JIAHEHUIKANG63GEYUEDINGKAIZHAIQUANC
7877,009675,ZRRHSXYNDKZQA,中融融慧双欣一年定开债券A,定开债券,ZHONGRONGRONGHUISHUANGXINYINIANDINGKAIZHAIQUANA
7878,009676,ZRRHSXYNDKZQC,中融融慧双欣一年定开债券C,定开债券,ZHONGRONGRONGHUISHUANGXINYINIANDINGKAIZHAIQUANC
7879,009677,ZSZDYWJYNCYQHHA,浙商智多益稳健一年持有期混合A,混合型,ZHESHANGZHIDUOYIWENJIANYINIANCHIYOUQIHUNHEA
7880,009678,ZSZDYWJYNCYQHHC,浙商智多益稳健一年持有期混合C,混合型,ZHESHANGZHIDUOYIWENJIANYINIANCHIYOUQIHUNHEC
7881,009679,ZSHL39GYDKZQ,浙商惠隆39个月定开债券,定开债券,ZHESHANGHUILONG39GEYUEDINGKAIZHAIQUAN
7882,009681,NFCXJXYNDKHHA,南方创新精选一年定开混合A,混合型,NANFANGCHUANGXINJINGXUANYINIANDINGKAIHUNHEA
7883,009682,NFCXJXYNDKHHC,南方创新精选一年定开混合C,混合型,NANFANGCHUANGXINJINGXUANYINIANDINGKAIHUNHEC
7884,009683,HTFCXZZYNDKHHA,汇添富创新增长一年定开混合A,混合型,HUITIANFUCHUANGXINZENGZHANGYINIANDINGKAIHUNHEA
7885,009684,HTFCXZZYNDKHHC,汇添富创新增长一年定开混合C,混合型,HUITIANFUCHUANGXINZENGZHANGYINIANDINGKAIHUNHEC
7886,009685,JSCCJTBLYNDKZ,景顺长城景泰宝利一年定开债,定开债券,JINGSHUNCHANGCHENGJINGTAIBAOLIYINIANDINGKAIZHAI
7887,009686,HXPLYNDKHHA,华夏磐利一年定开混合A,混合型,HUAXIAPANLIYINIANDINGKAIHUNHEA
7888,009687,HXPLYNDKHHC,华夏磐利一年定开混合C,混合型,HUAXIAPANLIYINIANDINGKAIHUNHEC
7889,009688,WJXDLYYGYNGDHH,万家鑫动力月月购一年滚动混合,混合型,WANJIAXINDONGLIYUEYUEGOUYINIANGUNDONGHUNHE
7890,009689,YFDRJHHA,易方达瑞锦混合A,混合型,YIFANGDARUIJINHUNHEA
7891,009690,YFDRJHHC,易方达瑞锦混合C,混合型,YIFANGDARUIJINHUNHEC
7892,009691,GTHY18GYFBYZHHA,国泰浩益18个月封闭运作混合A,混合型,GUOTAIHAOYI18GEYUEFENGBIYUNZUOHUNHEA
7893,009692,GTHY18GYFBYZHHC,国泰浩益18个月封闭运作混合C,混合型,GUOTAIHAOYI18GEYUEFENGBIYUNZUOHUNHEC
7894,009693,FGJJCZYNDKHH,富国积极成长一年定开混合,混合型,FUGUOJIJICHENGZHANGYINIANDINGKAIHUNHE
7895,009694,HAALHH,华安安利混合,混合型,HUAANANLIHUNHE
7896,009695,ZSCZJXYNDKHHA,招商成长精选一年定开混合A,混合型,ZHAOSHANGCHENGZHANGJINGXUANYINIANDINGKAIHUNHEA
7897,009696,ZSCZJXYNDKHHC,招商成长精选一年定开混合C,混合型,ZHAOSHANGCHENGZHANGJINGXUANYINIANDINGKAIHUNHEC
7898,009697,HXCZJX6GYDKHHA,华夏成长精选6个月定开混合A,混合型,HUAXIACHENGZHANGJINGXUAN6GEYUEDINGKAIHUNHEA
7899,009698,HXCZJX6GYDKHHC,华夏成长精选6个月定开混合C,混合型,HUAXIACHENGZHANGJINGXUAN6GEYUEDINGKAIHUNHEC
7900,009699,CXPR87GYDKZQ,长信浦瑞87个月定开债券,定开债券,CHANGXINPURUI87GEYUEDINGKAIZHAIQUAN
7901,009700,CJTLHHA,长江添利混合A,混合型,CHANGJIANGTIANLIHUNHEA
7902,009701,CJTLHHC,长江添利混合C,混合型,CHANGJIANGTIANLIHUNHEC
7903,009702,PHZZ13NNFHZQZSA,鹏华中债1-3年农发行债券指数A,债券指数,PENGHUAZHONGZHAI13NIANNONGFAHANGZHAIQUANZHISHUA
7904,009703,PHZZ13NNFHZQZSC,鹏华中债1-3年农发行债券指数C,债券指数,PENGHUAZHONGZHAI13NIANNONGFAHANGZHAIQUANZHISHUC
7905,009704,NFJQQDHHA,南方景气驱动混合A,混合型,NANFANGJINGQIQUDONGHUNHEA
7906,009705,NFJQQDHHC,南方景气驱动混合C,混合型,NANFANGJINGQIQUDONGHUNHEC
7907,009706,MSJYCZHHHC,民生加银城镇化混合C,混合型,MINSHENGJIAYINCHENGZHENHUAHUNHEC
7908,009707,GYXXZZHHA,工银新兴制造混合A,混合型,GONGYINXINXINGZHIZAOHUNHEA
7909,009708,GYXXZZHHC,工银新兴制造混合C,混合型,GONGYINXINXINGZHIZAOHUNHEC
7910,009709,MSJYCLJXHHC,民生加银策略精选混合C,混合型,MINSHENGJIAYINCELUEJINGXUANHUNHEC
7911,009710,NDXSLHPZHHC,诺德新盛灵活配置混合C,混合型,NUODEXINSHENGLINGHUOPEIZHIHUNHEC
7912,009711,ZSTS78GYDKZ,招商添盛78个月定开债,定开债券,ZHAOSHANGTIANSHENG78GEYUEDINGKAIZHAI
7913,009712,XDAYHGJHBB,信达澳银慧管家货币B,货币型,XINDAAOYINHUIGUANJIAHUOBIB
7914,009713,XDAYHGJHBD,信达澳银慧管家货币D,货币型,XINDAAOYINHUIGUANJIAHUOBID
7915,009714,HAJYJXHH,华安聚优精选混合,混合型,HUAANJUYOUJINGXUANHUNHE
7916,009715,HTFCLZZLNFBHH,汇添富策略增长两年封闭混合,混合型,HUITIANFUCELUEZENGZHANGLIANGNIANFENGBIHUNHE
7917,009716,BSHSCYQHHA,博时恒盛持有期混合A,混合型,BOSHIHENGSHENGCHIYOUQIHUNHEA
7918,009717,BSHSCYQHHC,博时恒盛持有期混合C,混合型,BOSHIHENGSHENGCHIYOUQIHUNHEC
7919,009718,ZSZHYNDQKFHHA,招商增浩一年定期开放混合A,混合型,ZHAOSHANGZENGHAOYINIANDINGQIKAIFANGHUNHEA
7920,009719,ZSZHYNDQKFHHC,招商增浩一年定期开放混合C,混合型,ZHAOSHANGZENGHAOYINIANDINGQIKAIFANGHUNHEC
7921,009720,MSJYJQHYHHC,民生加银景气行业混合C,混合型,MINSHENGJIAYINJINGQIHANGYEHUNHEC
7922,009721,PAZZ15NZCXJRZA,平安中债1-5年政策性金融债A,债券指数,PINGANZHONGZHAI15NIANZHENGCEXINGJINRONGZHAIA
7923,009722,PAZZ15NZCXJRZC,平安中债1-5年政策性金融债C,债券指数,PINGANZHONGZHAI15NIANZHENGCEXINGJINRONGZHAIC
7924,009725,DFHYZZXYNCYHH,东方红优质甄选一年持有混合,混合型,DONGFANGHONGYOUZHIZHENXUANYINIANCHIYOUHUNHE
7925,009726,ZSZZ500DQZZSZQA,招商中证500等权重指数增强A,股票指数,ZHAOSHANGZHONGZHENG500DENGQUANZHONGZHISHUZENGQIANGA
7926,009727,ZSZZ500DQZZSZQC,招商中证500等权重指数增强C,股票指数,ZHAOSHANGZHONGZHENG500DENGQUANZHONGZHISHUZENGQIANGC
7927,009728,ZYZQATZQA,中银证券安泰债券A,债券型,ZHONGYINZHENGQUANANTAIZHAIQUANA
7928,009729,ZYZQATZQC,中银证券安泰债券C,债券型,ZHONGYINZHENGQUANANTAIZHAIQUANC
7929,009730,ZXBCAXHBZQA,中信保诚安鑫回报债券A,债券型,ZHONGXINBAOCHENGANXINHUIBAOZHAIQUANA
7930,009731,ZXBCAXHBZQC,中信保诚安鑫回报债券C,债券型,ZHONGXINBAOCHENGANXINHUIBAOZHAIQUANC
7931,009732,XYWT66GYDKZQ,兴业稳泰66个月定开债券,定开债券,XINGYEWENTAI66GEYUEDINGKAIZHAIQUAN
7932,009733,CJHXGGTDXFJXGPA,创金合信港股通大消费精选股票A,股票型,CHUANGJINHEXINGANGGUTONGDAXIAOFEIJINGXUANGUPIAOA
7933,009734,CJHXGGTDXFJXGPC,创金合信港股通大消费精选股票C,股票型,CHUANGJINHEXINGANGGUTONGDAXIAOFEIJINGXUANGUPIAOC
7934,009735,THZQHBZQE,天弘增强回报债券E,债券型,TIANHONGZENGQIANGHUIBAOZHAIQUANE
7935,009736,HTFWJSYHHA,汇添富稳健收益混合A,混合型,HUITIANFUWENJIANSHOUYIHUNHEA
7936,009737,HTFWJSYHHC,汇添富稳健收益混合C,混合型,HUITIANFUWENJIANSHOUYIHUNHEC
7937,009738,GLHA63GYDKZ,格林泓安63个月定开债,定开债券,GELINHONGAN63GEYUEDINGKAIZHAI
7938,009740,BSYJZXCYQHHA,博时研究臻选持有期混合A,混合型,BOSHIYANJIUZHENXUANCHIYOUQIHUNHEA
7939,009741,BSYJZXCYQHHC,博时研究臻选持有期混合C,混合型,BOSHIYANJIUZHENXUANCHIYOUQIHUNHEC
7940,009742,PHZZ03NAAYXXYZA,鹏华中债-0-3年AA+优选信用债A,债券指数,PENGHUAZHONGZHAI03NIANAAYOUXUANXINYONGZHAIA
7941,009743,PHZZ03NAAYXXYZC,鹏华中债-0-3年AA+优选信用债C,债券指数,PENGHUAZHONGZHAI03NIANAAYOUXUANXINYONGZHAIC
7942,009744,YDXJBHBB,英大现金宝货币B,货币型,YINGDAXIANJINBAOHUOBIB
7943,009745,PHZZ13YHPJAAAZSA,鹏华中债1-3隐含评级AAA指数A,债券指数,PENGHUAZHONGZHAI13YINHANPINGJIAAAZHISHUA
7944,009746,PHZZ13YHPJAAAZSC,鹏华中债1-3隐含评级AAA指数C,债券指数,PENGHUAZHONGZHAI13YINHANPINGJIAAAZHISHUC
7945,009747,ZKWTWXCZJXHHC,中科沃土沃鑫成长精选混合C,混合型,ZHONGKEWOTUWOXINCHENGZHANGJINGXUANHUNHEC
7946,009748,HFJXHACZ63GYDKZ,汇丰晋信惠安纯债63个月定开债,定开债券,HUIFENGJINXINHUIANCHUNZHAI63GEYUEDINGKAIZHAI
7947,009749,XBLDZT86GYDKZ,西部利得尊泰86个月定开债,定开债券,XIBULIDEZUNTAI86GEYUEDINGKAIZHAI
7948,009750,HAJZLCHHA,汇安价值蓝筹混合A,混合型,HUIANJIAZHILANCHOUHUNHEA
7949,009751,HAJZLCHHC,汇安价值蓝筹混合C,混合型,HUIANJIAZHILANCHOUHUNHEC
7950,009752,DMLDYXZQ,大摩灵动优选债券,债券型,DAMOLINGDONGYOUXUANZHAIQUAN
7951,009753,ZOMYWJLNHHA,中欧美益稳健两年混合A,混合型,ZHONGOUMEIYIWENJIANLIANGNIANHUNHEA
7952,009754,ZOMYWJLNHHC,中欧美益稳健两年混合C,混合型,ZHONGOUMEIYIWENJIANLIANGNIANHUNHEC
7953,009755,JSCCAXHBHHC,景顺长城安鑫回报混合C,混合型,JINGSHUNCHANGCHENGANXINHUIBAOHUNHEC
7954,009756,HBBLDKZQ,华宝宝利定开债券,定开债券,HUABAOBAOLIDINGKAIZHAIQUAN
7955,009757,HBZZ13NGKHZQZS,华宝中债1-3年国开行债券指数,债券指数,HUABAOZHONGZHAI13NIANGUOKAIHANGZHAIQUANZHISHU
7956,009758,FGKZZC,富国可转债C,债券型,FUGUOKEZHUANZHAIC
7957,009759,PYCA66GYDKZA,鹏扬淳安66个月定开债A,定开债券,PENGYANGCHUNAN66GEYUEDINGKAIZHAIA
7958,009760,PYCA66GYDKZC,鹏扬淳安66个月定开债C,定开债券,PENGYANGCHUNAN66GEYUEDINGKAIZHAIC
7959,009761,GDZH87GYDKZ,光大尊合87个月定开债,定开债券,GUANGDAZUNHE87GEYUEDINGKAIZHAI
7960,009762,GJGXFQC,国金国鑫发起C,混合型,GUOJINGUOXINFAQIC
7961,009763,HSHYZQA,惠升和悦债券A,债券型,HUISHENGHEYUEZHAIQUANA
7962,009764,HSHYZQC,惠升和悦债券C,债券型,HUISHENGHEYUEZHAIQUANC
7963,009765,HSHX88GYDKZ,惠升和煦88个月定开债,定开债券,HUISHENGHEXU88GEYUEDINGKAIZHAI
7964,009766,AXPWSL3GYCYHHA,安信平稳双利3个月持有混合A,混合型,ANXINPINGWENSHUANGLI3GEYUECHIYOUHUNHEA
7965,009767,AXPWSL3GYCYHHC,安信平稳双利3个月持有混合C,混合型,ANXINPINGWENSHUANGLI3GEYUECHIYOUHUNHEC
7966,009768,CJHXHYYNDKHHA,创金合信汇悦一年定开混合A,混合型,CHUANGJINHEXINHUIYUEYINIANDINGKAIHUNHEA
7967,009769,CJHXHYYNDKHHC,创金合信汇悦一年定开混合C,混合型,CHUANGJINHEXINHUIYUEYINIANDINGKAIHUNHEC
7968,009770,YDAX66GYDQKFZQ,英大安鑫66个月定期开放债券,定开债券,YINGDAANXIN66GEYUEDINGQIKAIFANGZHAIQUAN
7969,009771,HAJHCZZQC,汇安嘉汇纯债债券C,债券型,HUIANJIAHUICHUNZHAIZHAIQUANC
7970,009772,JSPBGKZ15NZSA,嘉实彭博国开债1-5年指数A,债券指数,JIASHIPENGBOGUOKAIZHAI15NIANZHISHUA
7971,009773,JSPBGKZ15NZSC,嘉实彭博国开债1-5年指数C,债券指数,JIASHIPENGBOGUOKAIZHAI15NIANZHISHUC
7972,009774,CTZGYXHBYNCYQHH,财通资管优选回报一年持有期混合,混合型,CAITONGZIGUANYOUXUANHUIBAOYINIANCHIYOUQIHUNHE
7973,009775,HFJXZXPDBDCLGPC,汇丰晋信中小盘低波动策略股票C,股票型,HUIFENGJINXINZHONGXIAOPANDIBODONGCELUEGUPIAOC
7974,009776,ZOAEFHHA,中欧阿尔法混合A,混合型,ZHONGOUAERFAHUNHEA
7975,009777,ZOAEFHHC,中欧阿尔法混合C,混合型,ZHONGOUAERFAHUNHEC
7976,009778,CXXFSJHHA,长信消费升级混合A,混合型,CHANGXINXIAOFEISHENGJIHUNHEA
7977,009779,CXXFSJHHC,长信消费升级混合C,混合型,CHANGXINXIAOFEISHENGJIHUNHEC
7978,009780,DBRZ86GYDKZ,德邦锐泽86个月定开债,定开债券,DEBANGRUIZE86GEYUEDINGKAIZHAI
7979,009781,NFCYYSLNHHC,南方产业优势两年混合C,混合型,NANFANGCHANYEYOUSHILIANGNIANHUNHEC
7980,009782,FGXQHB12GYCYQHHA,富国兴泉回报12个月持有期混合A,混合型,FUGUOXINGQUANHUIBAO12GEYUECHIYOUQIHUNHEA
7981,009783,FGXQHB12GYCYQHHC,富国兴泉回报12个月持有期混合C,混合型,FUGUOXINGQUANHUIBAO12GEYUECHIYOUQIHUNHEC
7982,009784,AXZXTLLLZA,安信尊享添利利率债A,债券型,ANXINZUNXIANGTIANLILILVZHAIA
7983,009785,AXZXTLLLZC,安信尊享添利利率债C,债券型,ANXINZUNXIANGTIANLILILVZHAIC
7984,009786,HAJY07NJRZDKZ,华安锦源0-7年金融债定开债,定开债券,HUAANJINYUAN07NIANJINRONGZHAIDINGKAIZHAI
7985,009787,PHJHDZC3GYCYQHHFOF,鹏华聚合多资产3个月持有期混合(FOF),混合-FOF,PENGHUAJUHEDUOZICHAN3GEYUECHIYOUQIHUNHEFOF
7986,009788,QHKYHZLNDKZQ,前海开源惠泽两年定开债券,定开债券,QIANHAIKAIYUANHUIZELIANGNIANDINGKAIZHAIQUAN
7987,009789,FADKJCXHH,富安达科技创新混合,混合型,FUANDAKEJICHUANGXINHUNHE
7988,009790,GSABZJBHBB,国寿安保增金宝货币B,货币型,GUOSHOUANBAOZENGJINBAOHUOBIB
7989,009791,ZOCYBLNDKHHC,中欧创业板两年定开混合C,混合型,ZHONGOUCHUANGYEBANLIANGNIANDINGKAIHUNHEC
7990,009792,GYRYZQA,工银瑞益债券A,债券型,GONGYINRUIYIZHAIQUANA
7991,009793,GYRYZQC,工银瑞益债券C,债券型,GONGYINRUIYIZHAIQUANC
7992,009794,TPZXYNDKGP,太平智选一年定开股票,股票型,TAIPINGZHIXUANYINIANDINGKAIGUPIAO
7993,009795,JSYJJXLNCYQHH,嘉实远见精选两年持有期混合,混合型,JIASHIYUANJIANJINGXUANLIANGNIANCHIYOUQIHUNHE
7994,009796,DCHXYNCYHHA,大成汇享一年持有混合A,混合型,DACHENGHUIXIANGYINIANCHIYOUHUNHEA
7995,009797,DCHXYNCYHHC,大成汇享一年持有混合C,混合型,DACHENGHUIXIANGYINIANCHIYOUHUNHEC
7996,009798,DCCYBLNDKHHC,大成创业板两年定开混合C,混合型,DACHENGCHUANGYEBANLIANGNIANDINGKAIHUNHEC
7997,009799,ZYZQAHSNDKZ,中银证券安汇三年定开债,定开债券,ZHONGYINZHENGQUANANHUISANNIANDINGKAIZHAI
7998,009800,CSZZJXHHA,长盛制造精选混合A,混合型,CHANGSHENGZHIZAOJINGXUANHUNHEA
7999,009801,CSZZJXHHC,长盛制造精选混合C,混合型,CHANGSHENGZHIZAOJINGXUANHUNHEC
8000,009802,DHXTSNDKZFQS,东海祥泰三年定开债发起式,定开债券,DONGHAIXIANGTAISANNIANDINGKAIZHAIFAQISHI
8001,009803,YFDZZ710NGKZC,易方达中债7-10年国开债C,债券指数,YIFANGDAZHONGZHAI710NIANGUOKAIZHAIC
8002,009804,GTYJYSHH,国泰研究优势混合,混合型,GUOTAIYANJIUYOUSHIHUNHE
8003,009805,GTYYJKGPA,国泰医药健康股票A,股票型,GUOTAIYIYAOJIANKANGGUPIAOA
8004,009806,DFHZYZXYNHHA,东方红招盈甄选一年混合A,混合型,DONGFANGHONGZHAOYINGZHENXUANYINIANHUNHEA
8005,009807,DFHZYZXYNHHC,东方红招盈甄选一年混合C,混合型,DONGFANGHONGZHAOYINGZHENXUANYINIANHUNHEC
8006,009808,YFDCXCZHH,易方达创新成长混合,混合型,YIFANGDACHUANGXINCHENGZHANGHUNHE
8007,009809,YFDHZ63GYDKZFQS,易方达恒智63个月定开债发起式,定开债券,YIFANGDAHENGZHI63GEYUEDINGKAIZHAIFAQISHI
8008,009810,YFDYTYNCYQHHA,易方达悦通一年持有期混合A,混合型,YIFANGDAYUETONGYINIANCHIYOUQIHUNHEA
8009,009811,YFDYTYNCYQHHC,易方达悦通一年持有期混合C,混合型,YIFANGDAYUETONGYINIANCHIYOUQIHUNHEC
8010,009812,YFDYXYNCYQHHA,易方达悦兴一年持有期混合A,混合型,YIFANGDAYUEXINGYINIANCHIYOUQIHUNHEA
8011,009813,YFDYXYNCYQHHC,易方达悦兴一年持有期混合C,混合型,YIFANGDAYUEXINGYINIANCHIYOUQIHUNHEC
8012,009814,TDHLLY66GYDKZA,泰达宏利乐盈66个月定开债A,定开债券,TAIDAHONGLILEYING66GEYUEDINGKAIZHAIA
8013,009815,TDHLLY66GYDKZC,泰达宏利乐盈66个月定开债C,定开债券,TAIDAHONGLILEYING66GEYUEDINGKAIZHAIC
8014,009816,DMFY63GYKFZQ,大摩丰裕63个月开放债券,定开债券,DAMOFENGYU63GEYUEKAIFANGZHAIQUAN
8015,009817,HTHTWJJXHHA,红塔红土稳健精选混合A,混合型,HONGTAHONGTUWENJIANJINGXUANHUNHEA
8016,009818,HTHTWJJXHHC,红塔红土稳健精选混合C,混合型,HONGTAHONGTUWENJIANJINGXUANHUNHEC
8017,009820,JSPH6GYCYQHHA,嘉实浦惠6个月持有期混合A,混合型,JIASHIPUHUI6GEYUECHIYOUQIHUNHEA
8018,009821,JSPH6GYCYQHHC,嘉实浦惠6个月持有期混合C,混合型,JIASHIPUHUI6GEYUECHIYOUQIHUNHEC
8019,009822,PHZHYNCYQHHA,鹏华招华一年持有期混合A,混合型,PENGHUAZHAOHUAYINIANCHIYOUQIHUNHEA
8020,009823,PHZHYNCYQHHC,鹏华招华一年持有期混合C,混合型,PENGHUAZHAOHUAYINIANCHIYOUQIHUNHEC
8021,009824,PHTLBHBB,鹏华添利宝货币B,货币型,PENGHUATIANLIBAOHUOBIB
8022,009826,MSJYJY6GYCYQZQA,民生加银家盈6个月持有期债券A,债券型,MINSHENGJIAYINJIAYING6GEYUECHIYOUQIZHAIQUANA
8023,009827,MSJYJY6GYCYQZQC,民生加银家盈6个月持有期债券C,债券型,MINSHENGJIAYINJIAYING6GEYUECHIYOUQIZHAIQUANC
8024,009828,RTZXSDLLHPZHHC,融通转型三动力灵活配置混合C,混合型,RONGTONGZHUANXINGSANDONGLILINGHUOPEIZHIHUNHEC
